selection_group,parent_residue,lift_remainder,child_residue,transition_label,phase_margin,phase_rank,aperture_tension,obstruction_bucket
capacity_top_200,6638,7,6638,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,6638,8,9195818,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,6638,9,8685308,miss,-12/133,4,12/133,pure_miss
capacity_top_200,6638,10,8174798,miss,-1/7,6,1/7,pure_miss
capacity_top_200,6638,11,7664288,miss,-26/133,8,26/133,pure_miss
capacity_top_200,6638,12,7153778,miss,-33/133,10,33/133,pure_miss
capacity_top_200,6638,13,6643268,miss,-40/133,12,40/133,pure_miss
capacity_top_200,6638,14,6132758,miss,-47/133,14,47/133,pure_miss
capacity_top_200,6638,15,5622248,miss,-54/133,16,54/133,pure_miss
capacity_top_200,6638,16,5111738,miss,-61/133,18,61/133,pure_miss
capacity_top_200,6638,17,4601228,miss,-102/209,19,102/209,pure_miss
capacity_top_200,6638,18,4090718,miss,-91/209,17,91/209,pure_miss
capacity_top_200,7100,0,6643730,miss,-80/209,15,80/209,pure_miss
capacity_top_200,7100,1,6133220,miss,-69/209,13,69/209,pure_miss
capacity_top_200,7100,2,5622710,miss,-58/209,11,58/209,pure_miss
capacity_top_200,7100,3,5112200,miss,-47/209,9,47/209,pure_miss
capacity_top_200,7100,4,4601690,miss,-36/209,7,36/209,pure_miss
capacity_top_200,7100,5,4091180,miss,-25/209,5,25/209,pure_miss
capacity_top_200,7100,6,3580670,miss,-14/209,3,14/209,pure_miss
capacity_top_200,7100,7,3070160,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,7100,8,2559650,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,7100,9,2049140,miss,-12/133,4,12/133,pure_miss
capacity_top_200,7100,10,1538630,miss,-1/7,6,1/7,pure_miss
capacity_top_200,7100,11,1028120,miss,-26/133,8,26/133,pure_miss
capacity_top_200,7100,12,517610,miss,-33/133,10,33/133,pure_miss
capacity_top_200,7100,13,7100,miss,-40/133,12,40/133,pure_miss
capacity_top_200,7100,14,9196280,miss,-47/133,14,47/133,pure_miss
capacity_top_200,7100,15,8685770,miss,-54/133,16,54/133,pure_miss
capacity_top_200,7100,16,8175260,miss,-61/133,18,61/133,pure_miss
capacity_top_200,7100,17,7664750,miss,-102/209,19,102/209,pure_miss
capacity_top_200,7100,18,7154240,miss,-91/209,17,91/209,pure_miss
capacity_top_200,7222,0,1028242,miss,-80/209,15,80/209,pure_miss
capacity_top_200,7222,1,517732,miss,-91/209,17,91/209,pure_miss
capacity_top_200,7222,2,7222,miss,-102/209,19,102/209,pure_miss
capacity_top_200,7222,3,9196402,miss,-61/133,18,61/133,pure_miss
capacity_top_200,7222,4,8685892,miss,-54/133,16,54/133,pure_miss
capacity_top_200,7222,5,8175382,miss,-47/133,14,47/133,pure_miss
capacity_top_200,7222,6,7664872,miss,-40/133,12,40/133,pure_miss
capacity_top_200,7222,7,7154362,miss,-33/133,10,33/133,pure_miss
capacity_top_200,7222,8,6643852,miss,-26/133,8,26/133,pure_miss
capacity_top_200,7222,9,6133342,miss,-1/7,6,1/7,pure_miss
capacity_top_200,7222,10,5622832,miss,-12/133,4,12/133,pure_miss
capacity_top_200,7222,11,5112322,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,7222,12,4601812,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,7222,13,4091302,miss,-14/209,3,14/209,pure_miss
capacity_top_200,7222,14,3580792,miss,-25/209,5,25/209,pure_miss
capacity_top_200,7222,15,3070282,miss,-36/209,7,36/209,pure_miss
capacity_top_200,7222,16,2559772,miss,-47/209,9,47/209,pure_miss
capacity_top_200,7222,17,2049262,miss,-58/209,11,58/209,pure_miss
capacity_top_200,7222,18,1538752,miss,-69/209,13,69/209,pure_miss
capacity_top_200,7684,0,4091764,miss,-80/209,15,80/209,pure_miss
capacity_top_200,7684,1,3581254,miss,-91/209,17,91/209,pure_miss
capacity_top_200,7684,2,3070744,miss,-102/209,19,102/209,pure_miss
capacity_top_200,7684,3,2560234,miss,-61/133,18,61/133,pure_miss
capacity_top_200,7684,4,2049724,miss,-54/133,16,54/133,pure_miss
capacity_top_200,7684,5,1539214,miss,-47/133,14,47/133,pure_miss
capacity_top_200,7684,6,1028704,miss,-40/133,12,40/133,pure_miss
capacity_top_200,7684,7,518194,miss,-33/133,10,33/133,pure_miss
capacity_top_200,7684,8,7684,miss,-26/133,8,26/133,pure_miss
capacity_top_200,7684,9,9196864,miss,-1/7,6,1/7,pure_miss
capacity_top_200,7684,10,8686354,miss,-12/133,4,12/133,pure_miss
capacity_top_200,7684,11,8175844,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,7684,12,7665334,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,7684,13,7154824,miss,-14/209,3,14/209,pure_miss
capacity_top_200,7684,14,6644314,miss,-25/209,5,25/209,pure_miss
capacity_top_200,7684,15,6133804,miss,-36/209,7,36/209,pure_miss
capacity_top_200,7684,16,5623294,miss,-47/209,9,47/209,pure_miss
capacity_top_200,7684,17,5112784,miss,-58/209,11,58/209,pure_miss
capacity_top_200,7684,18,4602274,miss,-69/209,13,69/209,pure_miss
capacity_top_200,8024,0,3071084,miss,-80/209,15,80/209,pure_miss
capacity_top_200,8024,1,2560574,miss,-69/209,13,69/209,pure_miss
capacity_top_200,8024,2,2050064,miss,-58/209,11,58/209,pure_miss
capacity_top_200,8024,3,1539554,miss,-47/209,9,47/209,pure_miss
capacity_top_200,8024,4,1029044,miss,-36/209,7,36/209,pure_miss
capacity_top_200,8024,5,518534,miss,-25/209,5,25/209,pure_miss
capacity_top_200,8024,6,8024,miss,-14/209,3,14/209,pure_miss
capacity_top_200,8024,7,9197204,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,8024,8,8686694,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,8024,9,8176184,miss,-12/133,4,12/133,pure_miss
capacity_top_200,8024,10,7665674,miss,-1/7,6,1/7,pure_miss
capacity_top_200,8024,11,7155164,miss,-26/133,8,26/133,pure_miss
capacity_top_200,8024,12,6644654,miss,-33/133,10,33/133,pure_miss
capacity_top_200,8024,13,6134144,miss,-40/133,12,40/133,pure_miss
capacity_top_200,8024,14,5623634,miss,-47/133,14,47/133,pure_miss
capacity_top_200,8024,15,5113124,miss,-54/133,16,54/133,pure_miss
capacity_top_200,8024,16,4602614,miss,-61/133,18,61/133,pure_miss
capacity_top_200,8024,17,4092104,miss,-102/209,19,102/209,pure_miss
capacity_top_200,8024,18,3581594,miss,-91/209,17,91/209,pure_miss
capacity_top_200,8486,0,6134606,miss,-80/209,15,80/209,pure_miss
capacity_top_200,8486,1,5624096,miss,-69/209,13,69/209,pure_miss
capacity_top_200,8486,2,5113586,miss,-58/209,11,58/209,pure_miss
capacity_top_200,8486,3,4603076,miss,-47/209,9,47/209,pure_miss
capacity_top_200,8486,4,4092566,miss,-36/209,7,36/209,pure_miss
capacity_top_200,8486,5,3582056,miss,-25/209,5,25/209,pure_miss
capacity_top_200,8486,6,3071546,miss,-14/209,3,14/209,pure_miss
capacity_top_200,8486,7,2561036,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,8486,8,2050526,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,8486,9,1540016,miss,-12/133,4,12/133,pure_miss
capacity_top_200,8486,10,1029506,miss,-1/7,6,1/7,pure_miss
capacity_top_200,8486,11,518996,miss,-26/133,8,26/133,pure_miss
capacity_top_200,8486,12,8486,miss,-33/133,10,33/133,pure_miss
capacity_top_200,8486,13,9197666,miss,-40/133,12,40/133,pure_miss
capacity_top_200,8486,14,8687156,miss,-47/133,14,47/133,pure_miss
capacity_top_200,8486,15,8176646,miss,-54/133,16,54/133,pure_miss
capacity_top_200,8486,16,7666136,miss,-61/133,18,61/133,pure_miss
capacity_top_200,8486,17,7155626,miss,-102/209,19,102/209,pure_miss
capacity_top_200,8486,18,6645116,miss,-91/209,17,91/209,pure_miss
capacity_top_200,9070,0,3582640,miss,-80/209,15,80/209,pure_miss
capacity_top_200,9070,1,3072130,miss,-91/209,17,91/209,pure_miss
capacity_top_200,9070,2,2561620,miss,-102/209,19,102/209,pure_miss
capacity_top_200,9070,3,2051110,miss,-61/133,18,61/133,pure_miss
capacity_top_200,9070,4,1540600,miss,-54/133,16,54/133,pure_miss
capacity_top_200,9070,5,1030090,miss,-47/133,14,47/133,pure_miss
capacity_top_200,9070,6,519580,miss,-40/133,12,40/133,pure_miss
capacity_top_200,9070,7,9070,miss,-33/133,10,33/133,pure_miss
capacity_top_200,9070,8,9198250,miss,-26/133,8,26/133,pure_miss
capacity_top_200,9070,9,8687740,miss,-1/7,6,1/7,pure_miss
capacity_top_200,9070,10,8177230,miss,-12/133,4,12/133,pure_miss
capacity_top_200,9070,11,7666720,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,9070,12,7156210,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,9070,13,6645700,miss,-14/209,3,14/209,pure_miss
capacity_top_200,9070,14,6135190,miss,-25/209,5,25/209,pure_miss
capacity_top_200,9070,15,5624680,miss,-36/209,7,36/209,pure_miss
capacity_top_200,9070,16,5114170,miss,-47/209,9,47/209,pure_miss
capacity_top_200,9070,17,4603660,miss,-58/209,11,58/209,pure_miss
capacity_top_200,9070,18,4093150,miss,-69/209,13,69/209,pure_miss
capacity_top_200,9410,0,2561960,miss,-80/209,15,80/209,pure_miss
capacity_top_200,9410,1,2051450,miss,-69/209,13,69/209,pure_miss
capacity_top_200,9410,2,1540940,miss,-58/209,11,58/209,pure_miss
capacity_top_200,9410,3,1030430,miss,-47/209,9,47/209,pure_miss
capacity_top_200,9410,4,519920,miss,-36/209,7,36/209,pure_miss
capacity_top_200,9410,5,9410,miss,-25/209,5,25/209,pure_miss
capacity_top_200,9410,6,9198590,miss,-14/209,3,14/209,pure_miss
capacity_top_200,9410,7,8688080,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,9410,8,8177570,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,9410,9,7667060,miss,-12/133,4,12/133,pure_miss
capacity_top_200,9410,10,7156550,miss,-1/7,6,1/7,pure_miss
capacity_top_200,9410,11,6646040,miss,-26/133,8,26/133,pure_miss
capacity_top_200,9410,12,6135530,miss,-33/133,10,33/133,pure_miss
capacity_top_200,9410,13,5625020,miss,-40/133,12,40/133,pure_miss
capacity_top_200,9410,14,5114510,miss,-47/133,14,47/133,pure_miss
capacity_top_200,9410,15,4604000,miss,-54/133,16,54/133,pure_miss
capacity_top_200,9410,16,4093490,miss,-61/133,18,61/133,pure_miss
capacity_top_200,9410,17,3582980,miss,-102/209,19,102/209,pure_miss
capacity_top_200,9410,18,3072470,miss,-91/209,17,91/209,pure_miss
capacity_top_200,9532,0,6646162,miss,-80/209,15,80/209,pure_miss
capacity_top_200,9532,1,6135652,miss,-91/209,17,91/209,pure_miss
capacity_top_200,9532,2,5625142,miss,-102/209,19,102/209,pure_miss
capacity_top_200,9532,3,5114632,miss,-61/133,18,61/133,pure_miss
capacity_top_200,9532,4,4604122,miss,-54/133,16,54/133,pure_miss
capacity_top_200,9532,5,4093612,miss,-47/133,14,47/133,pure_miss
capacity_top_200,9532,6,3583102,miss,-40/133,12,40/133,pure_miss
capacity_top_200,9532,7,3072592,miss,-33/133,10,33/133,pure_miss
capacity_top_200,9532,8,2562082,miss,-26/133,8,26/133,pure_miss
capacity_top_200,9532,9,2051572,miss,-1/7,6,1/7,pure_miss
capacity_top_200,9532,10,1541062,miss,-12/133,4,12/133,pure_miss
capacity_top_200,9532,11,1030552,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,9532,12,520042,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,9532,13,9532,miss,-14/209,3,14/209,pure_miss
capacity_top_200,9532,14,9198712,miss,-25/209,5,25/209,pure_miss
capacity_top_200,9532,15,8688202,miss,-36/209,7,36/209,pure_miss
capacity_top_200,9532,16,8177692,miss,-47/209,9,47/209,pure_miss
capacity_top_200,9532,17,7667182,miss,-58/209,11,58/209,pure_miss
capacity_top_200,9532,18,7156672,miss,-69/209,13,69/209,pure_miss
capacity_top_200,9994,0,9994,miss,-80/209,15,80/209,pure_miss
capacity_top_200,9994,1,9199174,miss,-91/209,17,91/209,pure_miss
capacity_top_200,9994,2,8688664,miss,-102/209,19,102/209,pure_miss
capacity_top_200,9994,3,8178154,miss,-61/133,18,61/133,pure_miss
capacity_top_200,9994,4,7667644,miss,-54/133,16,54/133,pure_miss
capacity_top_200,9994,5,7157134,miss,-47/133,14,47/133,pure_miss
capacity_top_200,9994,6,6646624,miss,-40/133,12,40/133,pure_miss
capacity_top_200,9994,7,6136114,miss,-33/133,10,33/133,pure_miss
capacity_top_200,9994,8,5625604,miss,-26/133,8,26/133,pure_miss
capacity_top_200,9994,9,5115094,miss,-1/7,6,1/7,pure_miss
capacity_top_200,9994,10,4604584,miss,-12/133,4,12/133,pure_miss
capacity_top_200,9994,11,4094074,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,9994,12,3583564,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,9994,13,3073054,miss,-14/209,3,14/209,pure_miss
capacity_top_200,9994,14,2562544,miss,-25/209,5,25/209,pure_miss
capacity_top_200,9994,15,2052034,miss,-36/209,7,36/209,pure_miss
capacity_top_200,9994,16,1541524,miss,-47/209,9,47/209,pure_miss
capacity_top_200,9994,17,1031014,miss,-58/209,11,58/209,pure_miss
capacity_top_200,9994,18,520504,miss,-69/209,13,69/209,pure_miss
capacity_top_200,10334,0,8689004,miss,-80/209,15,80/209,pure_miss
capacity_top_200,10334,1,8178494,miss,-69/209,13,69/209,pure_miss
capacity_top_200,10334,2,7667984,miss,-58/209,11,58/209,pure_miss
capacity_top_200,10334,3,7157474,miss,-47/209,9,47/209,pure_miss
capacity_top_200,10334,4,6646964,miss,-36/209,7,36/209,pure_miss
capacity_top_200,10334,5,6136454,miss,-25/209,5,25/209,pure_miss
capacity_top_200,10334,6,5625944,miss,-14/209,3,14/209,pure_miss
capacity_top_200,10334,7,5115434,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,10334,8,4604924,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,10334,9,4094414,miss,-12/133,4,12/133,pure_miss
capacity_top_200,10334,10,3583904,miss,-1/7,6,1/7,pure_miss
capacity_top_200,10334,11,3073394,miss,-26/133,8,26/133,pure_miss
capacity_top_200,10334,12,2562884,miss,-33/133,10,33/133,pure_miss
capacity_top_200,10334,13,2052374,miss,-40/133,12,40/133,pure_miss
capacity_top_200,10334,14,1541864,miss,-47/133,14,47/133,pure_miss
capacity_top_200,10334,15,1031354,miss,-54/133,16,54/133,pure_miss
capacity_top_200,10334,16,520844,miss,-61/133,18,61/133,pure_miss
capacity_top_200,10334,17,10334,miss,-102/209,19,102/209,pure_miss
capacity_top_200,10334,18,9199514,miss,-91/209,17,91/209,pure_miss
capacity_top_200,10456,0,3073516,miss,-80/209,15,80/209,pure_miss
capacity_top_200,10456,1,2563006,miss,-91/209,17,91/209,pure_miss
capacity_top_200,10456,2,2052496,miss,-102/209,19,102/209,pure_miss
capacity_top_200,10456,3,1541986,miss,-61/133,18,61/133,pure_miss
capacity_top_200,10456,4,1031476,miss,-54/133,16,54/133,pure_miss
capacity_top_200,10456,5,520966,miss,-47/133,14,47/133,pure_miss
capacity_top_200,10456,6,10456,miss,-40/133,12,40/133,pure_miss
capacity_top_200,10456,7,9199636,miss,-33/133,10,33/133,pure_miss
capacity_top_200,10456,8,8689126,miss,-26/133,8,26/133,pure_miss
capacity_top_200,10456,9,8178616,miss,-1/7,6,1/7,pure_miss
capacity_top_200,10456,10,7668106,miss,-12/133,4,12/133,pure_miss
capacity_top_200,10456,11,7157596,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,10456,12,6647086,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,10456,13,6136576,miss,-14/209,3,14/209,pure_miss
capacity_top_200,10456,14,5626066,miss,-25/209,5,25/209,pure_miss
capacity_top_200,10456,15,5115556,miss,-36/209,7,36/209,pure_miss
capacity_top_200,10456,16,4605046,miss,-47/209,9,47/209,pure_miss
capacity_top_200,10456,17,4094536,miss,-58/209,11,58/209,pure_miss
capacity_top_200,10456,18,3584026,miss,-69/209,13,69/209,pure_miss
capacity_top_200,10796,0,2052836,miss,-80/209,15,80/209,pure_miss
capacity_top_200,10796,1,1542326,miss,-69/209,13,69/209,pure_miss
capacity_top_200,10796,2,1031816,miss,-58/209,11,58/209,pure_miss
capacity_top_200,10796,3,521306,miss,-47/209,9,47/209,pure_miss
capacity_top_200,10796,4,10796,miss,-36/209,7,36/209,pure_miss
capacity_top_200,10796,5,9199976,miss,-25/209,5,25/209,pure_miss
capacity_top_200,10796,6,8689466,miss,-14/209,3,14/209,pure_miss
capacity_top_200,10796,7,8178956,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,10796,8,7668446,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,10796,9,7157936,miss,-12/133,4,12/133,pure_miss
capacity_top_200,10796,10,6647426,miss,-1/7,6,1/7,pure_miss
capacity_top_200,10796,11,6136916,miss,-26/133,8,26/133,pure_miss
capacity_top_200,10796,12,5626406,miss,-33/133,10,33/133,pure_miss
capacity_top_200,10796,13,5115896,miss,-40/133,12,40/133,pure_miss
capacity_top_200,10796,14,4605386,miss,-47/133,14,47/133,pure_miss
capacity_top_200,10796,15,4094876,miss,-54/133,16,54/133,pure_miss
capacity_top_200,10796,16,3584366,miss,-61/133,18,61/133,pure_miss
capacity_top_200,10796,17,3073856,miss,-102/209,19,102/209,pure_miss
capacity_top_200,10796,18,2563346,miss,-91/209,17,91/209,pure_miss
capacity_top_200,11258,0,5116358,miss,-80/209,15,80/209,pure_miss
capacity_top_200,11258,1,4605848,miss,-69/209,13,69/209,pure_miss
capacity_top_200,11258,2,4095338,miss,-58/209,11,58/209,pure_miss
capacity_top_200,11258,3,3584828,miss,-47/209,9,47/209,pure_miss
capacity_top_200,11258,4,3074318,miss,-36/209,7,36/209,pure_miss
capacity_top_200,11258,5,2563808,miss,-25/209,5,25/209,pure_miss
capacity_top_200,11258,6,2053298,miss,-14/209,3,14/209,pure_miss
capacity_top_200,11258,7,1542788,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,11258,8,1032278,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,11258,9,521768,miss,-12/133,4,12/133,pure_miss
capacity_top_200,11258,10,11258,miss,-1/7,6,1/7,pure_miss
capacity_top_200,11258,11,9200438,miss,-26/133,8,26/133,pure_miss
capacity_top_200,11258,12,8689928,miss,-33/133,10,33/133,pure_miss
capacity_top_200,11258,13,8179418,miss,-40/133,12,40/133,pure_miss
capacity_top_200,11258,14,7668908,miss,-47/133,14,47/133,pure_miss
capacity_top_200,11258,15,7158398,miss,-54/133,16,54/133,pure_miss
capacity_top_200,11258,16,6647888,miss,-61/133,18,61/133,pure_miss
capacity_top_200,11258,17,6137378,miss,-102/209,19,102/209,pure_miss
capacity_top_200,11258,18,5626868,miss,-91/209,17,91/209,pure_miss
capacity_top_200,11380,0,9200560,miss,-80/209,15,80/209,pure_miss
capacity_top_200,11380,1,8690050,miss,-91/209,17,91/209,pure_miss
capacity_top_200,11380,2,8179540,miss,-102/209,19,102/209,pure_miss
capacity_top_200,11380,3,7669030,miss,-61/133,18,61/133,pure_miss
capacity_top_200,11380,4,7158520,miss,-54/133,16,54/133,pure_miss
capacity_top_200,11380,5,6648010,miss,-47/133,14,47/133,pure_miss
capacity_top_200,11380,6,6137500,miss,-40/133,12,40/133,pure_miss
capacity_top_200,11380,7,5626990,miss,-33/133,10,33/133,pure_miss
capacity_top_200,11380,8,5116480,miss,-26/133,8,26/133,pure_miss
capacity_top_200,11380,9,4605970,miss,-1/7,6,1/7,pure_miss
capacity_top_200,11380,10,4095460,miss,-12/133,4,12/133,pure_miss
capacity_top_200,11380,11,3584950,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,11380,12,3074440,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,11380,13,2563930,miss,-14/209,3,14/209,pure_miss
capacity_top_200,11380,14,2053420,miss,-25/209,5,25/209,pure_miss
capacity_top_200,11380,15,1542910,miss,-36/209,7,36/209,pure_miss
capacity_top_200,11380,16,1032400,miss,-47/209,9,47/209,pure_miss
capacity_top_200,11380,17,521890,miss,-58/209,11,58/209,pure_miss
capacity_top_200,11380,18,11380,miss,-69/209,13,69/209,pure_miss
capacity_top_200,12304,0,5627914,miss,-80/209,15,80/209,pure_miss
capacity_top_200,12304,1,5117404,miss,-91/209,17,91/209,pure_miss
capacity_top_200,12304,2,4606894,miss,-102/209,19,102/209,pure_miss
capacity_top_200,12304,3,4096384,miss,-61/133,18,61/133,pure_miss
capacity_top_200,12304,4,3585874,miss,-54/133,16,54/133,pure_miss
capacity_top_200,12304,5,3075364,miss,-47/133,14,47/133,pure_miss
capacity_top_200,12304,6,2564854,miss,-40/133,12,40/133,pure_miss
capacity_top_200,12304,7,2054344,miss,-33/133,10,33/133,pure_miss
capacity_top_200,12304,8,1543834,miss,-26/133,8,26/133,pure_miss
capacity_top_200,12304,9,1033324,miss,-1/7,6,1/7,pure_miss
capacity_top_200,12304,10,522814,miss,-12/133,4,12/133,pure_miss
capacity_top_200,12304,11,12304,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,12304,12,9201484,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,12304,13,8690974,miss,-14/209,3,14/209,pure_miss
capacity_top_200,12304,14,8180464,miss,-25/209,5,25/209,pure_miss
capacity_top_200,12304,15,7669954,miss,-36/209,7,36/209,pure_miss
capacity_top_200,12304,16,7159444,miss,-47/209,9,47/209,pure_miss
capacity_top_200,12304,17,6648934,miss,-58/209,11,58/209,pure_miss
capacity_top_200,12304,18,6138424,miss,-69/209,13,69/209,pure_miss
capacity_top_200,12644,0,4607234,miss,-80/209,15,80/209,pure_miss
capacity_top_200,12644,1,4096724,miss,-69/209,13,69/209,pure_miss
capacity_top_200,12644,2,3586214,miss,-58/209,11,58/209,pure_miss
capacity_top_200,12644,3,3075704,miss,-47/209,9,47/209,pure_miss
capacity_top_200,12644,4,2565194,miss,-36/209,7,36/209,pure_miss
capacity_top_200,12644,5,2054684,miss,-25/209,5,25/209,pure_miss
capacity_top_200,12644,6,1544174,miss,-14/209,3,14/209,pure_miss
capacity_top_200,12644,7,1033664,trim,-3/209,1,3/209,wrong_side_trim
capacity_top_200,12644,8,523154,trim,-5/133,2,5/133,wrong_side_trim
capacity_top_200,12644,9,12644,miss,-12/133,4,12/133,pure_miss
capacity_top_200,12644,10,9201824,miss,-1/7,6,1/7,pure_miss
capacity_top_200,12644,11,8691314,miss,-26/133,8,26/133,pure_miss
capacity_top_200,12644,12,8180804,miss,-33/133,10,33/133,pure_miss
capacity_top_200,12644,13,7670294,miss,-40/133,12,40/133,pure_miss
capacity_top_200,12644,14,7159784,miss,-47/133,14,47/133,pure_miss
capacity_top_200,12644,15,6649274,miss,-54/133,16,54/133,pure_miss
capacity_top_200,12644,16,6138764,miss,-61/133,18,61/133,pure_miss
capacity_top_200,12644,17,5628254,miss,-102/209,19,102/209,pure_miss
capacity_top_200,12644,18,5117744,miss,-91/209,17,91/209,pure_miss
capacity_top_200,12766,0,8691436,miss,-80/209,15,80/209,pure_miss
capacity_top_200,12766,1,8180926,miss,-91/209,17,91/209,pure_miss
capacity_top_200,12766,2,7670416,miss,-102/209,19,102/209,pure_miss
capacity_top_200,12766,3,7159906,miss,-61/133,18,61/133,pure_miss
capacity_top_200,12766,4,6649396,miss,-54/133,16,54/133,pure_miss
