k,new_prime,primorial,residue,parent_residue_mod_previous,reflection_residue,birth_type,previous_open_gap_count,previous_uncovered_measure_fraction,previous_open_gap_boundary_endpoints,new_prime_remainder,new_prime_closed_arc_boundary_endpoints,containment_margin_fraction,uses_endpoint_touching
7,17,510510,306429,6129,204081,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,307959,7659,202551,strict_single_gap_birth,1,1/77,3/14-5/22,4,7/34-9/34,1/119,False
7,17,510510,308188,7888,202322,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,308402,8102,202108,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,309651,9351,200859,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,311529,11229,198981,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,312039,11739,198471,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,312939,12639,197571,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,313221,12921,197289,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,314818,14518,195692,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,315099,14799,195411,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,316281,15981,194229,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,316791,16491,193719,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,316911,16611,193599,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,317649,17349,192861,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,317684,17384,192826,strict_single_gap_birth,1,7/143,7/26-7/22,5,9/34-11/34,1/221,False
7,17,510510,318574,18274,191936,strict_single_gap_birth,1,1/91,9/14-17/26,11,21/34-23/34,5/221,False
7,17,510510,318669,18369,191841,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,318740,18440,191770,strict_single_gap_birth,1,2/143,9/22-11/26,7,13/34-15/34,4/221,False
7,17,510510,319569,19269,190941,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,320361,20061,190149,strict_single_gap_birth,1,1/77,17/22-11/14,13,25/34-27/34,1/119,False
7,17,510510,321448,21148,189062,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,321662,21362,188848,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,321891,21591,188619,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,322239,21939,188271,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,323259,22959,187251,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,326199,25899,184311,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,326344,26044,184166,strict_single_gap_birth,1,1/55,15/22-7/10,12,23/34-25/34,1/187,False
7,17,510510,327501,27201,183009,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,328078,27778,182432,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,328292,27992,182218,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,329379,29079,181131,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,330171,29871,180339,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,331071,741,179439,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,331166,836,179344,strict_single_gap_birth,1,1/91,9/26-5/14,6,11/34-13/34,5/221,False
7,17,510510,332949,2619,177561,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,333111,2781,177399,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,334479,4149,176031,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,334641,4311,175869,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,334708,4378,175802,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,334922,4592,175588,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,336519,6189,173991,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,336801,6471,173709,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,338211,7881,172299,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,340089,9759,170421,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,341246,10916,169264,strict_single_gap_birth,1,1/55,3/10-7/22,5,9/34-11/34,1/187,False
7,17,510510,341552,11222,168958,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,341781,11451,168729,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,343431,13101,167079,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,343659,13329,166851,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,344331,14001,166179,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,345351,15021,165159,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,346089,15759,164421,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,346420,16090,164090,strict_single_gap_birth,1,1/91,9/14-17/26,11,21/34-23/34,5/221,False
7,17,510510,347229,16899,163281,strict_single_gap_birth,1,1/77,3/14-5/22,4,7/34-9/34,1/119,False
7,17,510510,348735,18405,161775,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,348921,18591,161589,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,349941,19611,160569,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,350061,19731,160449,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,350799,20469,159711,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,351309,20979,159201,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,352491,22161,158019,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,352719,22389,157791,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,354369,24039,156141,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,354598,24268,155912,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,354812,24482,155698,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,355551,25221,154959,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,356061,25731,154449,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,356919,26589,153591,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,357939,27609,152571,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,359349,29019,151161,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,359631,29301,150879,strict_single_gap_birth,1,1/77,17/22-11/14,13,25/34-27/34,1/119,False
7,17,510510,361161,801,149349,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,361228,868,149282,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,361442,1082,149068,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,361509,1149,149001,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,362529,2169,147981,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,363201,2841,147309,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,363321,2961,147189,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,364984,4624,145526,strict_single_gap_birth,1,1/91,9/14-17/26,11,21/34-23/34,5/221,False
7,17,510510,365079,4719,145431,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,365614,5254,144896,strict_single_gap_birth,1,1/55,15/22-7/10,12,23/34-25/34,1/187,False
7,17,510510,365979,5619,144531,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,366771,6411,143739,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,367858,7498,142652,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,368072,7712,142438,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,368294,7934,142216,strict_single_gap_birth,1,1/91,9/26-5/14,6,11/34-13/34,5/221,False
7,17,510510,368649,8289,141861,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,369865,9505,140645,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,369951,9591,140559,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,372381,12021,138129,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,372609,12249,137901,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,373749,13389,136761,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,373911,13551,136599,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,374488,14128,136022,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,374702,14342,135808,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,375789,15429,134721,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,376581,16221,133929,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,377481,17121,133029,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,377576,17216,132934,strict_single_gap_birth,1,1/91,9/26-5/14,6,11/34-13/34,5/221,False
7,17,510510,379239,18879,131271,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,379359,18999,131151,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,380516,20156,129994,strict_single_gap_birth,1,1/55,3/10-7/22,5,9/34-11/34,1/187,False
7,17,510510,381051,20691,129459,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,381118,20758,129392,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,381332,20972,129178,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,382929,22569,127581,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,383165,22805,127345,strict_single_gap_birth,1,2/55,1/10-3/22,2,3/34-5/34,2/187,False
7,17,510510,383211,22851,127299,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,384621,24261,125889,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,384969,24609,125541,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,386499,26139,124011,strict_single_gap_birth,1,1/77,3/14-5/22,4,7/34-9/34,1/119,False
7,17,510510,387748,27388,122762,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,388191,27831,122319,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,389211,28851,121299,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,389841,29481,120669,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,390069,29709,120441,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,390579,189,119931,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,391761,1371,118749,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,392499,2109,118011,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,393639,3249,116871,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,394821,4431,115689,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,395331,4941,115179,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,395974,5584,114536,strict_single_gap_birth,1,2/143,15/26-13/22,10,19/34-21/34,4/221,False
7,17,510510,396189,5799,114321,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,397030,6640,113480,strict_single_gap_birth,1,7/143,15/22-19/26,12,23/34-25/34,1/221,False
7,17,510510,397209,6819,113301,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,398901,8511,111609,strict_single_gap_birth,1,1/77,17/22-11/14,13,25/34-27/34,1/119,False
7,17,510510,399129,8739,111381,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,400431,10041,110079,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,400779,10389,109731,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,401008,10618,109502,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,401222,10832,109288,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,401799,11409,108711,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,402471,12081,108039,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,403185,12795,107325,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,404349,13959,106161,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,404884,14494,105626,strict_single_gap_birth,1,1/55,15/22-7/10,12,23/34-25/34,1/187,False
7,17,510510,406041,15651,104469,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,407163,16773,103347,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,407638,17248,102872,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,407852,17462,102658,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,407919,17529,102591,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,409611,19221,100899,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,409653,19263,100857,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,409731,19341,100779,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,411394,21004,99116,strict_single_gap_birth,1,1/91,9/14-17/26,11,21/34-23/34,5/221,False
7,17,510510,411489,21099,99021,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,411651,21261,98859,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,412389,21999,98121,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,413019,22629,97491,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,413181,22791,97329,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,414482,24092,96028,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,415059,24669,95451,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,416361,25971,94149,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,419019,28629,91491,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,419786,29396,90724,strict_single_gap_birth,1,1/55,3/10-7/22,5,9/34-11/34,1/187,False
7,17,510510,420321,29931,90189,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,420898,478,89612,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,421112,692,89398,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,422199,1779,88311,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,422871,2451,87639,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,422991,2571,87519,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,423891,3471,86619,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,423986,3566,86524,strict_single_gap_birth,1,1/91,9/26-5/14,6,11/34-13/34,5/221,False
7,17,510510,424239,3819,86271,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,425649,5229,84861,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,425769,5349,84741,strict_single_gap_birth,1,1/77,3/14-5/22,4,7/34-9/34,1/119,False
7,17,510510,427461,7041,83049,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,427528,7108,82982,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,427742,7322,82768,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,428481,8061,82029,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,429339,8919,81171,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,429621,9201,80889,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,429849,9429,80661,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,431031,10611,79479,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,432909,12489,77601,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,434091,13671,76419,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,434158,13738,76352,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,434372,13952,76138,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,434601,14181,75909,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,435459,15039,75051,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,436251,15831,74259,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,436479,16059,74031,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,438171,17751,72339,strict_single_gap_birth,1,1/77,17/22-11/14,13,25/34-27/34,1/119,False
7,17,510510,438909,18489,71601,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,439701,19281,70809,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,440049,19629,70461,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,441069,20649,69441,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,441741,21321,68769,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,442881,22461,67629,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,443619,23199,66891,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,445311,24891,65199,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,445539,25119,64971,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,447189,26769,63321,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,447418,26998,63092,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,447632,27212,62878,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,448522,28102,61988,strict_single_gap_birth,1,1/91,9/14-17/26,11,21/34-23/34,5/221,False
7,17,510510,448881,28461,61629,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,450759,309,59751,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,450837,387,59673,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,450921,471,59589,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,452169,1719,58341,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,452289,1839,58221,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,452451,2001,58059,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,454048,3598,56462,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,454262,3812,56248,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,454329,3879,56181,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,456021,5571,54489,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,456141,5691,54369,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,457804,7354,52706,strict_single_gap_birth,1,1/91,9/14-17/26,11,21/34-23/34,5/221,False
7,17,510510,457899,7449,52611,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,458799,8349,51711,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,459056,8606,51454,strict_single_gap_birth,1,1/55,3/10-7/22,5,9/34-11/34,1/187,False
7,17,510510,459591,9141,50919,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,460678,10228,49832,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,461469,11019,49041,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,462141,11691,48369,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,462671,12221,47839,strict_single_gap_birth,1,2/77,13/14-21/22,16,31/34-33/34,3/187,False
7,17,510510,462771,12321,47739,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,463509,13059,47001,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,465429,14979,45081,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,466731,16281,43779,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,467308,16858,43202,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,467522,17072,42988,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,467751,17301,42759,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,468609,18159,41901,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,469119,18669,41391,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,470301,19851,40209,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,470396,19946,40114,strict_single_gap_birth,1,1/91,9/26-5/14,6,11/34-13/34,5/221,False
7,17,510510,472059,21609,38451,strict_single_gap_birth,1,1/39,1/6-5/26,3,5/34-7/34,3/221,False
7,17,510510,472179,21729,38331,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,473361,22911,37149,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,473871,23421,36639,strict_single_gap_birth,1,1/28,3/4-11/14,13,25/34-27/34,1/119,False
7,17,510510,473938,23488,36572,strict_single_gap_birth,1,2/65,7/10-19/26,12,23/34-25/34,1/221,False
7,17,510510,474152,23702,36358,strict_single_gap_birth,1,2/65,7/26-3/10,5,9/34-11/34,1/221,False
7,17,510510,474729,24279,35781,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
7,17,510510,475749,25299,34761,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,476031,25581,34479,strict_single_gap_birth,1,1/39,21/26-5/6,14,27/34-29/34,3/221,False
7,17,510510,477441,26991,33069,strict_single_gap_birth,1,1/77,17/22-11/14,13,25/34-27/34,1/119,False
7,17,510510,478971,28521,31539,strict_single_gap_birth,1,1/44,3/4-17/22,13,25/34-27/34,1/68,False
7,17,510510,479319,28869,31191,strict_single_gap_birth,1,1/28,3/14-1/4,4,7/34-9/34,1/119,False
7,17,510510,480339,29889,30171,strict_single_gap_birth,1,1/44,5/22-1/4,4,7/34-9/34,1/68,False
