selected_rank,seed_mod210,priority_label,direction_label,seed_n,cohort_role,n,control_delta,row_mod210,residue,nearest_covered_residue,nearest_covered_source_k,nearest_covered_source_prime,circular_residue_distance,complete_circular_residue_distance,distance_minus_complete,normalized_residue_distance
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,264081,complete_uncertified,264081,0,111,264081,264118,5,11,37,37,0,3.8145548981462296e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,264081,local_mod210_control,264291,210,111,264291,264212,5,11,79,37,42,8.144590187933842e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,264081,local_any_control,264080,-1,110,264080,264118,5,11,38,37,1,3.917650976474506e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,268701,complete_uncertified,268701,0,111,268701,268689,7,17,12,12,0,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,268701,local_mod210_control,268491,-210,111,268491,268502,5,11,11,12,-1,1.1340568616110413e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,268701,local_any_control,268700,-1,110,268700,268689,7,17,11,12,-1,1.1340568616110413e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,268911,complete_uncertified,268911,0,111,268911,268832,5,11,79,79,0,8.144590187933842e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,268911,local_mod210_control,269121,210,111,269121,269162,5,11,41,79,-38,4.226939211459335e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,268911,local_any_control,268910,-1,110,268910,268832,5,11,78,79,-1,8.041494109605565e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,269751,complete_uncertified,269751,0,111,269751,269728,5,11,23,23,0,2.371209801550359e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,269751,local_mod210_control,269541,-210,111,269541,269492,5,11,49,23,26,5.051707838085547e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,269751,local_any_control,269750,-1,110,269750,269728,5,11,22,23,-1,2.2681137232220826e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,281721,complete_uncertified,281721,0,111,281721,281702,5,11,19,19,0,1.958825488237253e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,281721,local_mod210_control,281511,-210,111,281511,281608,4,7,97,19,78,1.0000319597842817e-05
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,281721,local_any_control,281720,-1,110,281720,281702,5,11,18,19,-1,1.8557294099089764e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,283401,complete_uncertified,283401,0,111,283401,283352,5,11,49,49,0,5.051707838085547e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,283401,local_mod210_control,283191,-210,111,283191,283258,5,11,67,49,18,6.907437247994524e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,283401,local_any_control,283400,-1,110,283400,283352,5,11,48,49,-1,4.948611759757271e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,290331,complete_uncertified,290331,0,111,290331,290319,6,13,12,12,0,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,290331,local_mod210_control,290121,-210,111,290121,290109,7,17,12,12,0,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,290331,local_any_control,290330,-1,110,290330,290319,6,13,11,12,-1,1.1340568616110413e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,292641,complete_uncertified,292641,0,111,292641,292592,5,11,49,49,0,5.051707838085547e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,292641,local_mod210_control,292431,-210,111,292431,292498,5,11,67,49,18,6.907437247994524e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,292641,local_any_control,292640,-1,110,292640,292592,5,11,48,49,-1,4.948611759757271e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,297471,complete_uncertified,297471,0,111,297471,297478,8,19,7,7,0,7.216725482979353e-07
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,297471,local_mod210_control,297261,-210,111,297261,297249,7,17,12,7,5,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,297471,local_any_control,297470,-1,110,297470,297478,8,19,8,7,1,8.247686266262118e-07
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,303141,complete_uncertified,303141,0,111,303141,303152,5,11,11,11,0,1.1340568616110413e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,303141,local_mod210_control,302931,-210,111,302931,303028,4,7,97,11,86,1.0000319597842817e-05
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,303141,local_any_control,303140,-1,110,303140,303152,5,11,12,11,1,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,304191,complete_uncertified,304191,0,111,304191,304166,6,13,25,25,0,2.5774019582069117e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,304191,local_mod210_control,303981,-210,111,303981,303969,6,13,12,25,-13,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,304191,local_any_control,304190,-1,110,304190,304166,6,13,24,25,-1,2.4743058798786353e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,306711,complete_uncertified,306711,0,111,306711,306699,6,13,12,12,0,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,306711,local_mod210_control,306501,-210,111,306501,306452,5,11,49,12,37,5.051707838085547e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,306711,local_any_control,306710,-1,110,306710,306699,6,13,11,12,-1,1.1340568616110413e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,312381,complete_uncertified,312381,0,111,312381,312392,5,11,11,11,0,1.1340568616110413e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,312381,local_mod210_control,312171,-210,111,312171,312159,6,13,12,11,1,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,312381,local_any_control,312380,-1,110,312380,312392,5,11,12,11,1,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,317631,complete_uncertified,317631,0,111,317631,317619,6,13,12,12,0,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,317631,local_mod210_control,317421,-210,111,317421,317342,5,11,79,12,67,8.144590187933842e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,317631,local_any_control,317630,-1,110,317630,317619,6,13,11,12,-1,1.1340568616110413e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,320781,complete_uncertified,320781,0,111,320781,320878,4,7,97,97,0,1.0000319597842817e-05
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,320781,local_mod210_control,320571,-210,111,320571,320548,5,11,23,97,-74,2.371209801550359e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,320781,local_any_control,320780,-1,110,320780,320878,4,7,98,97,1,1.0103415676171094e-05
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,323091,complete_uncertified,323091,0,111,323091,323079,6,13,12,12,0,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,323091,local_mod210_control,322881,-210,111,322881,322858,5,11,23,12,11,2.371209801550359e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,323091,local_any_control,323090,-1,110,323090,323079,6,13,11,12,-1,1.1340568616110413e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,326871,complete_uncertified,326871,0,111,326871,326912,5,11,41,41,0,4.226939211459335e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,326871,local_mod210_control,327081,210,111,327081,327148,5,11,67,41,26,6.907437247994524e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,326871,local_any_control,326870,-1,110,326870,326912,5,11,42,41,1,4.3300352897876115e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,327291,complete_uncertified,327291,0,111,327291,327242,5,11,49,49,0,5.051707838085547e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,327291,local_mod210_control,327081,-210,111,327081,327148,5,11,67,49,18,6.907437247994524e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,327291,local_any_control,327290,-1,110,327290,327242,5,11,48,49,-1,4.948611759757271e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,329601,complete_uncertified,329601,0,111,329601,329552,5,11,49,49,0,5.051707838085547e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,329601,local_mod210_control,329811,210,111,329811,329788,5,11,23,49,-26,2.371209801550359e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,329601,local_any_control,329600,-1,110,329600,329552,5,11,48,49,-1,4.948611759757271e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,336531,complete_uncertified,336531,0,111,336531,336519,7,17,12,12,0,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,336531,local_mod210_control,336321,-210,111,336321,336388,5,11,67,12,55,6.907437247994524e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,336531,local_any_control,336530,-1,110,336530,336519,7,17,11,12,-1,1.1340568616110413e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,336741,complete_uncertified,336741,0,111,336741,336729,6,13,12,12,0,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,336741,local_mod210_control,336951,210,111,336951,337048,4,7,97,12,85,1.0000319597842817e-05
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,336741,local_any_control,336740,-1,110,336740,336729,6,13,11,12,-1,1.1340568616110413e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,346821,complete_uncertified,346821,0,111,346821,346918,4,7,97,97,0,1.0000319597842817e-05
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,346821,local_mod210_control,346611,-210,111,346611,346618,5,11,7,97,-90,7.216725482979353e-07
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,346821,local_any_control,346820,-1,110,346820,346918,4,7,98,97,1,1.0103415676171094e-05
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,347031,complete_uncertified,347031,0,111,347031,347042,5,11,11,11,0,1.1340568616110413e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,347031,local_mod210_control,347241,210,111,347241,347229,7,17,12,11,1,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,347031,local_any_control,347030,-1,110,347030,347042,5,11,12,11,1,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,348081,complete_uncertified,348081,0,111,348081,348032,5,11,49,49,0,5.051707838085547e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,348081,local_mod210_control,347871,-210,111,347871,347938,5,11,67,49,18,6.907437247994524e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,348081,local_any_control,348080,-1,110,348080,348032,5,11,48,49,-1,4.948611759757271e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,359001,complete_uncertified,359001,0,111,359001,358922,5,11,79,79,0,8.144590187933842e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,359001,local_mod210_control,358791,-210,111,358791,358828,5,11,37,79,-42,3.8145548981462296e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,359001,local_any_control,359000,-1,110,359000,358922,5,11,78,79,-1,8.041494109605565e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,366351,complete_uncertified,366351,0,111,366351,366418,5,11,67,67,0,6.907437247994524e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,366351,local_mod210_control,366141,-210,111,366141,366182,5,11,41,67,-26,4.226939211459335e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,366351,local_any_control,366350,-1,110,366350,366418,5,11,68,67,1,7.0105333263228e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,366981,complete_uncertified,366981,0,111,366981,367078,4,7,97,97,0,1.0000319597842817e-05
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,366981,local_mod210_control,367191,210,111,367191,367172,5,11,19,97,-78,1.958825488237253e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,366981,local_any_control,366980,-1,110,366980,367078,4,7,98,97,1,1.0103415676171094e-05
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,375171,complete_uncertified,375171,0,111,375171,375092,5,11,79,79,0,8.144590187933842e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,375171,local_mod210_control,374961,-210,111,374961,374949,6,13,12,79,-67,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,375171,local_any_control,375170,-1,110,375170,375092,5,11,78,79,-1,8.041494109605565e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,379371,complete_uncertified,379371,0,111,379371,379382,5,11,11,11,0,1.1340568616110413e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,379371,local_mod210_control,379161,-210,111,379161,379239,7,17,78,11,67,8.041494109605565e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,379371,local_any_control,379370,-1,110,379370,379359,7,17,11,11,0,1.1340568616110413e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,382941,complete_uncertified,382941,0,111,382941,382929,7,17,12,12,0,1.2371529399393177e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,382941,local_mod210_control,382731,-210,111,382731,382682,5,11,49,12,37,5.051707838085547e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,382941,local_any_control,382940,-1,110,382940,382929,7,17,11,12,-1,1.1340568616110413e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,389661,complete_uncertified,389661,0,111,389661,389612,5,11,49,49,0,5.051707838085547e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,389661,local_mod210_control,389871,210,111,389871,389848,5,11,23,49,-26,2.371209801550359e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,389661,local_any_control,389660,-1,110,389660,389612,5,11,48,49,-1,4.948611759757271e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,399321,complete_uncertified,399321,0,111,399321,399418,4,7,97,97,0,1.0000319597842817e-05
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,399321,local_mod210_control,399111,-210,111,399111,399129,7,17,18,97,-79,1.8557294099089764e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,399321,local_any_control,399320,-1,110,399320,399418,4,7,98,97,1,1.0103415676171094e-05
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,403731,complete_uncertified,403731,0,111,403731,403708,5,11,23,23,0,2.371209801550359e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,403731,local_mod210_control,403521,-210,111,403521,403472,5,11,49,23,26,5.051707838085547e-06
1,111,large_class_mixed_direction,mod210_complete_smaller__any_complete_larger,403731,local_any_control,403730,-1,110,403730,403708,5,11,22,23,-1,2.2681137232220826e-06
