n,k_cert,p_cert,primorial_cert,residue_cert,checked_max_k,checked_max_prime,certificate_status,mod210,trivial_c4_certificate
982689,7,17,510510,472179,8,19,prefix_certificate,99,False
982798,4,7,210,208,8,19,prefix_certificate,208,True
982802,4,7,210,2,8,19,prefix_certificate,2,True
982844,6,13,30030,21884,8,19,prefix_certificate,44,False
982858,5,11,2310,1108,8,19,prefix_certificate,58,False
982952,5,11,2310,1202,8,19,prefix_certificate,152,False
983008,4,7,210,208,8,19,prefix_certificate,208,True
983012,4,7,210,2,8,19,prefix_certificate,2,True
983188,5,11,2310,1438,8,19,prefix_certificate,178,False
983211,5,11,2310,1461,8,19,prefix_certificate,201,False
983218,4,7,210,208,8,19,prefix_certificate,208,True
983222,4,7,210,2,8,19,prefix_certificate,2,True
983224,,,,,8,19,no_prefix_certificate_within_max_k,4,False
983282,5,11,2310,1532,8,19,prefix_certificate,62,False
983428,4,7,210,208,8,19,prefix_certificate,208,True
983432,4,7,210,2,8,19,prefix_certificate,2,True
983439,,,,,8,19,no_prefix_certificate_within_max_k,9,False
983518,5,11,2310,1768,8,19,prefix_certificate,88,False
983612,5,11,2310,1862,8,19,prefix_certificate,182,False
983638,4,7,210,208,8,19,prefix_certificate,208,True
983642,4,7,210,2,8,19,prefix_certificate,2,True
983739,6,13,30030,22779,8,19,prefix_certificate,99,False
983758,8,19,9699690,983758,8,19,prefix_certificate,118,False
983848,4,7,210,208,8,19,prefix_certificate,208,True
983852,4,7,210,2,8,19,prefix_certificate,2,True
983871,7,17,510510,473361,8,19,prefix_certificate,21,False
983919,,,,,8,19,no_prefix_certificate_within_max_k,69,False
983942,5,11,2310,2192,8,19,prefix_certificate,92,False
984051,,,,,8,19,no_prefix_certificate_within_max_k,201,False
984058,4,7,210,208,8,19,prefix_certificate,208,True
984062,4,7,210,2,8,19,prefix_certificate,2,True
984152,,,,,8,19,no_prefix_certificate_within_max_k,92,False
984178,5,11,2310,118,8,19,prefix_certificate,118,False
984201,6,13,30030,23241,8,19,prefix_certificate,141,False
984268,4,7,210,208,8,19,prefix_certificate,208,True
984272,4,7,210,2,8,19,prefix_certificate,2,True
984381,7,17,510510,473871,8,19,prefix_certificate,111,False
984448,7,17,510510,473938,8,19,prefix_certificate,178,False
984476,,,,,8,19,no_prefix_certificate_within_max_k,206,False
984478,4,7,210,208,8,19,prefix_certificate,208,True
984482,4,7,210,2,8,19,prefix_certificate,2,True
984508,5,11,2310,448,8,19,prefix_certificate,28,False
984519,,,,,8,19,no_prefix_certificate_within_max_k,39,False
984591,6,13,30030,23631,8,19,prefix_certificate,111,False
984602,5,11,2310,542,8,19,prefix_certificate,122,False
984662,7,17,510510,474152,8,19,prefix_certificate,182,False
984688,4,7,210,208,8,19,prefix_certificate,208,True
984692,4,7,210,2,8,19,prefix_certificate,2,True
984694,6,13,30030,23734,8,19,prefix_certificate,4,False
984808,,,,,8,19,no_prefix_certificate_within_max_k,118,False
984838,5,11,2310,778,8,19,prefix_certificate,148,False
984898,4,7,210,208,8,19,prefix_certificate,208,True
984902,4,7,210,2,8,19,prefix_certificate,2,True
984909,5,11,2310,849,8,19,prefix_certificate,9,False
984932,5,11,2310,872,8,19,prefix_certificate,32,False
985078,,,,,8,19,no_prefix_certificate_within_max_k,178,False
985108,4,7,210,208,8,19,prefix_certificate,208,True
985112,4,7,210,2,8,19,prefix_certificate,2,True
985168,5,11,2310,1108,8,19,prefix_certificate,58,False
985239,7,17,510510,474729,8,19,prefix_certificate,129,False
985262,5,11,2310,1202,8,19,prefix_certificate,152,False
985318,4,7,210,208,8,19,prefix_certificate,208,True
985322,4,7,210,2,8,19,prefix_certificate,2,True
985324,,,,,8,19,no_prefix_certificate_within_max_k,4,False
985406,,,,,8,19,no_prefix_certificate_within_max_k,86,False
985468,8,19,9699690,985468,8,19,prefix_certificate,148,False
985498,5,11,2310,1438,8,19,prefix_certificate,178,False
985521,5,11,2310,1461,8,19,prefix_certificate,201,False
985528,4,7,210,208,8,19,prefix_certificate,208,True
985532,4,7,210,2,8,19,prefix_certificate,2,True
985592,5,11,2310,1532,8,19,prefix_certificate,62,False
985641,,,,,8,19,no_prefix_certificate_within_max_k,111,False
985738,4,7,210,208,8,19,prefix_certificate,208,True
985742,4,7,210,2,8,19,prefix_certificate,2,True
985828,5,11,2310,1768,8,19,prefix_certificate,88,False
985922,5,11,2310,1862,8,19,prefix_certificate,182,False
985948,4,7,210,208,8,19,prefix_certificate,208,True
985952,4,7,210,2,8,19,prefix_certificate,2,True
985978,,,,,8,19,no_prefix_certificate_within_max_k,28,False
986038,,,,,8,19,no_prefix_certificate_within_max_k,88,False
986080,,,,,8,19,no_prefix_certificate_within_max_k,130,False
986132,,,,,8,19,no_prefix_certificate_within_max_k,182,False
986158,4,7,210,208,8,19,prefix_certificate,208,True
986162,4,7,210,2,8,19,prefix_certificate,2,True
986164,,,,,8,19,no_prefix_certificate_within_max_k,4,False
986252,5,11,2310,2192,8,19,prefix_certificate,92,False
986259,7,17,510510,475749,8,19,prefix_certificate,99,False
986368,4,7,210,208,8,19,prefix_certificate,208,True
986372,4,7,210,2,8,19,prefix_certificate,2,True
986398,,,,,8,19,no_prefix_certificate_within_max_k,28,False
986469,6,13,30030,25509,8,19,prefix_certificate,99,False
986488,5,11,2310,118,8,19,prefix_certificate,118,False
986522,,,,,8,19,no_prefix_certificate_within_max_k,152,False
986541,7,17,510510,476031,8,19,prefix_certificate,171,False
986559,,,,,8,19,no_prefix_certificate_within_max_k,189,False
986578,4,7,210,208,8,19,prefix_certificate,208,True
986582,4,7,210,2,8,19,prefix_certificate,2,True
986732,,,,,8,19,no_prefix_certificate_within_max_k,152,False
986788,4,7,210,208,8,19,prefix_certificate,208,True
986792,4,7,210,2,8,19,prefix_certificate,2,True
986818,5,11,2310,448,8,19,prefix_certificate,28,False
986878,,,,,8,19,no_prefix_certificate_within_max_k,88,False
986912,5,11,2310,542,8,19,prefix_certificate,122,False
986998,4,7,210,208,8,19,prefix_certificate,208,True
987002,4,7,210,2,8,19,prefix_certificate,2,True
987124,6,13,30030,26164,8,19,prefix_certificate,124,False
987148,5,11,2310,778,8,19,prefix_certificate,148,False
987208,4,7,210,208,8,19,prefix_certificate,208,True
987212,4,7,210,2,8,19,prefix_certificate,2,True
987219,5,11,2310,849,8,19,prefix_certificate,9,False
987242,5,11,2310,872,8,19,prefix_certificate,32,False
987302,8,19,9699690,987302,8,19,prefix_certificate,92,False
987321,6,13,30030,26361,8,19,prefix_certificate,111,False
987392,,,,,8,19,no_prefix_certificate_within_max_k,182,False
987418,4,7,210,208,8,19,prefix_certificate,208,True
987422,4,7,210,2,8,19,prefix_certificate,2,True
987424,,,,,8,19,no_prefix_certificate_within_max_k,4,False
987478,5,11,2310,1108,8,19,prefix_certificate,58,False
987501,,,,,8,19,no_prefix_certificate_within_max_k,81,False
987572,5,11,2310,1202,8,19,prefix_certificate,152,False
987628,4,7,210,208,8,19,prefix_certificate,208,True
987632,4,7,210,2,8,19,prefix_certificate,2,True
987808,5,11,2310,1438,8,19,prefix_certificate,178,False
987831,5,11,2310,1461,8,19,prefix_certificate,201,False
987838,4,7,210,208,8,19,prefix_certificate,208,True
987842,4,7,210,2,8,19,prefix_certificate,2,True
987889,,,,,8,19,no_prefix_certificate_within_max_k,49,False
987902,5,11,2310,1532,8,19,prefix_certificate,62,False
987951,7,17,510510,477441,8,19,prefix_certificate,111,False
988048,4,7,210,208,8,19,prefix_certificate,208,True
988052,4,7,210,2,8,19,prefix_certificate,2,True
988138,5,11,2310,1768,8,19,prefix_certificate,88,False
988232,5,11,2310,1862,8,19,prefix_certificate,182,False
988258,4,7,210,208,8,19,prefix_certificate,208,True
988262,4,7,210,2,8,19,prefix_certificate,2,True
988412,,,,,8,19,no_prefix_certificate_within_max_k,152,False
988468,4,7,210,208,8,19,prefix_certificate,208,True
988472,4,7,210,2,8,19,prefix_certificate,2,True
988491,6,13,30030,27531,8,19,prefix_certificate,21,False
988562,5,11,2310,2192,8,19,prefix_certificate,92,False
988678,4,7,210,208,8,19,prefix_certificate,208,True
988682,4,7,210,2,8,19,prefix_certificate,2,True
988798,5,11,2310,118,8,19,prefix_certificate,118,False
988850,6,13,30030,27890,8,19,prefix_certificate,170,False
988881,,,,,8,19,no_prefix_certificate_within_max_k,201,False
988888,4,7,210,208,8,19,prefix_certificate,208,True
988892,4,7,210,2,8,19,prefix_certificate,2,True
989038,,,,,8,19,no_prefix_certificate_within_max_k,148,False
989098,4,7,210,208,8,19,prefix_certificate,208,True
989102,4,7,210,2,8,19,prefix_certificate,2,True
989128,5,11,2310,448,8,19,prefix_certificate,28,False
989199,6,13,30030,28239,8,19,prefix_certificate,99,False
989222,5,11,2310,542,8,19,prefix_certificate,122,False
989308,4,7,210,208,8,19,prefix_certificate,208,True
989312,4,7,210,2,8,19,prefix_certificate,2,True
989458,5,11,2310,778,8,19,prefix_certificate,148,False
989481,7,17,510510,478971,8,19,prefix_certificate,171,False
989518,4,7,210,208,8,19,prefix_certificate,208,True
989522,4,7,210,2,8,19,prefix_certificate,2,True
989529,5,11,2310,849,8,19,prefix_certificate,9,False
989548,,,,,8,19,no_prefix_certificate_within_max_k,28,False
989552,5,11,2310,872,8,19,prefix_certificate,32,False
989582,,,,,8,19,no_prefix_certificate_within_max_k,62,False
989728,4,7,210,208,8,19,prefix_certificate,208,True
989732,4,7,210,2,8,19,prefix_certificate,2,True
989788,5,11,2310,1108,8,19,prefix_certificate,58,False
989829,7,17,510510,479319,8,19,prefix_certificate,99,False
989882,5,11,2310,1202,8,19,prefix_certificate,152,False
989938,4,7,210,208,8,19,prefix_certificate,208,True
989942,4,7,210,2,8,19,prefix_certificate,2,True
989979,,,,,8,19,no_prefix_certificate_within_max_k,39,False
990028,,,,,8,19,no_prefix_certificate_within_max_k,88,False
990051,6,13,30030,29091,8,19,prefix_certificate,111,False
990118,5,11,2310,1438,8,19,prefix_certificate,178,False
990141,5,11,2310,1461,8,19,prefix_certificate,201,False
990148,4,7,210,208,8,19,prefix_certificate,208,True
990152,4,7,210,2,8,19,prefix_certificate,2,True
990212,5,11,2310,1532,8,19,prefix_certificate,62,False
990261,,,,,8,19,no_prefix_certificate_within_max_k,111,False
990272,,,,,8,19,no_prefix_certificate_within_max_k,122,False
990298,,,,,8,19,no_prefix_certificate_within_max_k,148,False
990351,,,,,8,19,no_prefix_certificate_within_max_k,201,False
990358,4,7,210,208,8,19,prefix_certificate,208,True
990362,4,7,210,2,8,19,prefix_certificate,2,True
990448,5,11,2310,1768,8,19,prefix_certificate,88,False
990542,5,11,2310,1862,8,19,prefix_certificate,182,False
990568,4,7,210,208,8,19,prefix_certificate,208,True
990572,4,7,210,2,8,19,prefix_certificate,2,True
990778,4,7,210,208,8,19,prefix_certificate,208,True
990782,4,7,210,2,8,19,prefix_certificate,2,True
990849,7,17,510510,480339,8,19,prefix_certificate,69,False
990872,5,11,2310,2192,8,19,prefix_certificate,92,False
990988,4,7,210,208,8,19,prefix_certificate,208,True
990992,4,7,210,2,8,19,prefix_certificate,2,True
991078,7,17,510510,480568,8,19,prefix_certificate,88,False
991108,5,11,2310,118,8,19,prefix_certificate,118,False
991168,8,19,9699690,991168,8,19,prefix_certificate,178,False
991172,,,,,8,19,no_prefix_certificate_within_max_k,182,False
991198,4,7,210,208,8,19,prefix_certificate,208,True
991202,4,7,210,2,8,19,prefix_certificate,2,True
991246,,,,,8,19,no_prefix_certificate_within_max_k,46,False
991292,7,17,510510,480782,8,19,prefix_certificate,92,False
991408,4,7,210,208,8,19,prefix_certificate,208,True
991412,4,7,210,2,8,19,prefix_certificate,2,True
991414,,,,,8,19,no_prefix_certificate_within_max_k,4,False
991438,5,11,2310,448,8,19,prefix_certificate,28,False
991509,,,,,8,19,no_prefix_certificate_within_max_k,99,False
991521,7,17,510510,481011,8,19,prefix_certificate,111,False
991532,5,11,2310,542,8,19,prefix_certificate,122,False
991558,,,,,8,19,no_prefix_certificate_within_max_k,148,False
991616,8,19,9699690,991616,8,19,prefix_certificate,206,False
991618,4,7,210,208,8,19,prefix_certificate,208,True
991622,4,7,210,2,8,19,prefix_certificate,2,True
991719,,,,,8,19,no_prefix_certificate_within_max_k,99,False
991768,5,11,2310,778,8,19,prefix_certificate,148,False
991826,8,19,9699690,991826,8,19,prefix_certificate,206,False
991828,4,7,210,208,8,19,prefix_certificate,208,True
991832,4,7,210,2,8,19,prefix_certificate,2,True
991839,5,11,2310,849,8,19,prefix_certificate,9,False
991862,5,11,2310,872,8,19,prefix_certificate,32,False
991929,6,13,30030,939,8,19,prefix_certificate,99,False
991982,,,,,8,19,no_prefix_certificate_within_max_k,152,False
992038,4,7,210,208,8,19,prefix_certificate,208,True
992042,4,7,210,2,8,19,prefix_certificate,2,True
992098,5,11,2310,1108,8,19,prefix_certificate,58,False
992192,5,11,2310,1202,8,19,prefix_certificate,152,False
992204,,,,,8,19,no_prefix_certificate_within_max_k,164,False
992248,4,7,210,208,8,19,prefix_certificate,208,True
992252,4,7,210,2,8,19,prefix_certificate,2,True
992319,,,,,8,19,no_prefix_certificate_within_max_k,69,False
992428,5,11,2310,1438,8,19,prefix_certificate,178,False
992451,5,11,2310,1461,8,19,prefix_certificate,201,False
992458,4,7,210,208,8,19,prefix_certificate,208,True
992462,4,7,210,2,8,19,prefix_certificate,2,True
992488,,,,,8,19,no_prefix_certificate_within_max_k,28,False
992522,5,11,2310,1532,8,19,prefix_certificate,62,False
992668,4,7,210,208,8,19,prefix_certificate,208,True
992672,4,7,210,2,8,19,prefix_certificate,2,True
992758,5,11,2310,1768,8,19,prefix_certificate,88,False
992781,6,13,30030,1791,8,19,prefix_certificate,111,False
992852,5,11,2310,1862,8,19,prefix_certificate,182,False
992878,4,7,210,208,8,19,prefix_certificate,208,True
992882,4,7,210,2,8,19,prefix_certificate,2,True
992918,,,,,8,19,no_prefix_certificate_within_max_k,38,False
993010,,,,,8,19,no_prefix_certificate_within_max_k,130,False
993088,4,7,210,208,8,19,prefix_certificate,208,True
993092,4,7,210,2,8,19,prefix_certificate,2,True
993130,6,13,30030,2140,8,19,prefix_certificate,40,False
993171,7,17,510510,482661,8,19,prefix_certificate,81,False
993182,5,11,2310,2192,8,19,prefix_certificate,92,False
993298,4,7,210,208,8,19,prefix_certificate,208,True
993302,4,7,210,2,8,19,prefix_certificate,2,True
993399,7,17,510510,482889,8,19,prefix_certificate,99,False
993418,5,11,2310,118,8,19,prefix_certificate,118,False
993448,,,,,8,19,no_prefix_certificate_within_max_k,148,False
993489,6,13,30030,2499,8,19,prefix_certificate,189,False
993508,4,7,210,208,8,19,prefix_certificate,208,True
993512,4,7,210,2,8,19,prefix_certificate,2,True
993572,,,,,8,19,no_prefix_certificate_within_max_k,62,False
993595,,,,,8,19,no_prefix_certificate_within_max_k,85,False
993718,4,7,210,208,8,19,prefix_certificate,208,True
993722,4,7,210,2,8,19,prefix_certificate,2,True
993748,5,11,2310,448,8,19,prefix_certificate,28,False
993842,5,11,2310,542,8,19,prefix_certificate,122,False
993928,4,7,210,208,8,19,prefix_certificate,208,True
993932,4,7,210,2,8,19,prefix_certificate,2,True
993934,7,17,510510,483424,8,19,prefix_certificate,4,False
994078,5,11,2310,778,8,19,prefix_certificate,148,False
994138,4,7,210,208,8,19,prefix_certificate,208,True
994142,4,7,210,2,8,19,prefix_certificate,2,True
994149,5,11,2310,849,8,19,prefix_certificate,9,False
994172,5,11,2310,872,8,19,prefix_certificate,32,False
994184,,,,,8,19,no_prefix_certificate_within_max_k,44,False
994304,,,,,8,19,no_prefix_certificate_within_max_k,164,False
994348,4,7,210,208,8,19,prefix_certificate,208,True
994352,4,7,210,2,8,19,prefix_certificate,2,True
994408,5,11,2310,1108,8,19,prefix_certificate,58,False
994502,5,11,2310,1202,8,19,prefix_certificate,152,False
994558,4,7,210,208,8,19,prefix_certificate,208,True
994562,4,7,210,2,8,19,prefix_certificate,2,True
994659,6,13,30030,3669,8,19,prefix_certificate,99,False
994712,8,19,9699690,994712,8,19,prefix_certificate,152,False
994738,5,11,2310,1438,8,19,prefix_certificate,178,False
994761,5,11,2310,1461,8,19,prefix_certificate,201,False
994768,4,7,210,208,8,19,prefix_certificate,208,True
994772,4,7,210,2,8,19,prefix_certificate,2,True
994832,5,11,2310,1532,8,19,prefix_certificate,62,False
994856,6,13,30030,3866,8,19,prefix_certificate,86,False
994978,4,7,210,208,8,19,prefix_certificate,208,True
994982,4,7,210,2,8,19,prefix_certificate,2,True
995068,5,11,2310,1768,8,19,prefix_certificate,88,False
995091,7,17,510510,484581,8,19,prefix_certificate,111,False
995158,8,19,9699690,995158,8,19,prefix_certificate,178,False
995162,5,11,2310,1862,8,19,prefix_certificate,182,False
995188,4,7,210,208,8,19,prefix_certificate,208,True
995192,4,7,210,2,8,19,prefix_certificate,2,True
995199,,,,,8,19,no_prefix_certificate_within_max_k,9,False
995398,4,7,210,208,8,19,prefix_certificate,208,True
995402,4,7,210,2,8,19,prefix_certificate,2,True
995492,5,11,2310,2192,8,19,prefix_certificate,92,False
995511,6,13,30030,4521,8,19,prefix_certificate,111,False
995608,4,7,210,208,8,19,prefix_certificate,208,True
995612,4,7,210,2,8,19,prefix_certificate,2,True
995728,5,11,2310,118,8,19,prefix_certificate,118,False
995818,4,7,210,208,8,19,prefix_certificate,208,True
995822,4,7,210,2,8,19,prefix_certificate,2,True
995829,7,17,510510,485319,8,19,prefix_certificate,9,False
995848,,,,,8,19,no_prefix_certificate_within_max_k,28,False
996028,4,7,210,208,8,19,prefix_certificate,208,True
996032,4,7,210,2,8,19,prefix_certificate,2,True
996058,5,11,2310,448,8,19,prefix_certificate,28,False
996152,5,11,2310,542,8,19,prefix_certificate,122,False
996178,,,,,8,19,no_prefix_certificate_within_max_k,148,False
996231,,,,,8,19,no_prefix_certificate_within_max_k,201,False
996238,4,7,210,208,8,19,prefix_certificate,208,True
996242,4,7,210,2,8,19,prefix_certificate,2,True
996272,,,,,8,19,no_prefix_certificate_within_max_k,32,False
996388,5,11,2310,778,8,19,prefix_certificate,148,False
996448,4,7,210,208,8,19,prefix_certificate,208,True
996452,4,7,210,2,8,19,prefix_certificate,2,True
996459,5,11,2310,849,8,19,prefix_certificate,9,False
996482,5,11,2310,872,8,19,prefix_certificate,32,False
996538,,,,,8,19,no_prefix_certificate_within_max_k,88,False
996658,4,7,210,208,8,19,prefix_certificate,208,True
996662,4,7,210,2,8,19,prefix_certificate,2,True
996718,5,11,2310,1108,8,19,prefix_certificate,58,False
996752,,,,,8,19,no_prefix_certificate_within_max_k,92,False
996812,5,11,2310,1202,8,19,prefix_certificate,152,False
996858,,,,,8,19,no_prefix_certificate_within_max_k,198,False
996868,4,7,210,208,8,19,prefix_certificate,208,True
996872,4,7,210,2,8,19,prefix_certificate,2,True
996969,7,17,510510,486459,8,19,prefix_certificate,99,False
997048,5,11,2310,1438,8,19,prefix_certificate,178,False
997052,,,,,8,19,no_prefix_certificate_within_max_k,182,False
997071,5,11,2310,1461,8,19,prefix_certificate,201,False
997078,4,7,210,208,8,19,prefix_certificate,208,True
997082,4,7,210,2,8,19,prefix_certificate,2,True
