n,checked_max_k,checked_max_prime,residue_modulus,residue,mod210,mod2310,nearest_covered_residue,nearest_covered_source_k,nearest_covered_source_prime,circular_residue_distance,normalized_residue_distance
656012,8,19,9699690,656012,182,2282,656008,8,19,4,4.123843133131059e-07
656132,8,19,9699690,656132,92,92,656139,6,13,7,7.216725482979353e-07
656210,8,19,9699690,656210,170,170,656248,4,7,38,3.917650976474506e-06
656212,8,19,9699690,656212,172,172,656248,4,7,36,3.711458819817953e-06
656456,8,19,9699690,656456,206,416,656458,4,7,2,2.0619215665655295e-07
657609,8,19,9699690,657609,99,1569,657572,5,11,37,3.8145548981462296e-06
657628,8,19,9699690,657628,118,1588,657572,5,11,56,5.773380386383483e-06
657724,8,19,9699690,657724,4,1684,657722,4,7,2,2.0619215665655295e-07
657842,8,19,9699690,657842,122,1802,657819,7,17,23,2.371209801550359e-06
658180,8,19,9699690,658180,40,2140,658161,6,13,19,1.958825488237253e-06
658262,8,19,9699690,658262,122,2222,658232,5,11,30,3.092882349848294e-06
658341,8,19,9699690,658341,201,2301,658348,4,7,7,7.216725482979353e-07
658449,8,19,9699690,658449,99,99,658468,5,11,19,1.958825488237253e-06
658479,8,19,9699690,658479,129,129,658468,5,11,11,1.1340568616110413e-06
658539,8,19,9699690,658539,189,189,658520,6,13,19,1.958825488237253e-06
658642,8,19,9699690,658642,82,292,658562,4,7,80,8.247686266262118e-06
658858,8,19,9699690,658858,88,508,658869,6,13,11,1.1340568616110413e-06
659824,8,19,9699690,659824,4,1474,659822,4,7,2,2.0619215665655295e-07
660249,8,19,9699690,660249,9,1899,660242,4,7,7,7.216725482979353e-07
660370,8,19,9699690,660370,130,2020,660448,4,7,78,8.041494109605565e-06
660508,8,19,9699690,660508,58,2158,660542,5,11,34,3.5052666631614e-06
660598,8,19,9699690,660598,148,2248,660542,5,11,56,5.773380386383483e-06
660651,8,19,9699690,660651,201,2301,660658,4,7,7,7.216725482979353e-07
661443,8,19,9699690,661443,153,783,661438,5,11,5,5.154803916413823e-07
661952,8,19,9699690,661952,32,1292,661922,4,7,30,3.092882349848294e-06
662061,8,19,9699690,662061,141,1401,662098,5,11,37,3.8145548981462296e-06
662278,8,19,9699690,662278,148,1618,662241,8,19,37,3.8145548981462296e-06
662367,8,19,9699690,662367,27,1707,662342,4,7,25,2.5774019582069117e-06
663441,8,19,9699690,663441,51,471,663418,5,11,23,2.371209801550359e-06
663958,8,19,9699690,663958,148,988,664018,4,7,60,6.185764699696588e-06
664226,8,19,9699690,664226,206,1256,664228,4,7,2,2.0619215665655295e-07
664592,8,19,9699690,664592,152,1622,664648,4,7,56,5.773380386383483e-06
664719,8,19,9699690,664719,69,1749,664738,5,11,19,1.958825488237253e-06
664772,8,19,9699690,664772,122,1802,664738,5,11,34,3.5052666631614e-06
665091,8,19,9699690,665091,21,2121,665072,4,7,19,1.958825488237253e-06
665252,8,19,9699690,665252,182,2282,665278,4,7,26,2.680498036535188e-06
665284,8,19,9699690,665284,4,4,665282,4,7,2,2.0619215665655295e-07
665349,8,19,9699690,665349,69,69,665374,8,19,25,2.5774019582069117e-06
665672,8,19,9699690,665672,182,392,665698,4,7,26,2.680498036535188e-06
665961,8,19,9699690,665961,51,681,665912,4,7,49,5.051707838085547e-06
665979,8,19,9699690,665979,69,699,665912,4,7,67,6.907437247994524e-06
665996,8,19,9699690,665996,86,716,666058,5,11,62,6.391956856353141e-06
666244,8,19,9699690,666244,124,964,666208,7,17,36,3.711458819817953e-06
667336,8,19,9699690,667336,166,2056,667378,4,7,42,4.3300352897876115e-06
667532,8,19,9699690,667532,152,2252,667588,4,7,56,5.773380386383483e-06
667731,8,19,9699690,667731,141,141,667708,5,11,23,2.371209801550359e-06
667858,8,19,9699690,667858,58,268,667911,6,13,53,5.464092151398653e-06
668098,8,19,9699690,668098,88,508,668132,5,11,34,3.5052666631614e-06
668109,8,19,9699690,668109,99,519,668132,5,11,23,2.371209801550359e-06
668248,8,19,9699690,668248,28,658,668224,8,19,24,2.4743058798786353e-06
668342,8,19,9699690,668342,122,752,668368,5,11,26,2.680498036535188e-06
668822,8,19,9699690,668822,182,1232,668806,6,13,16,1.6495372532524236e-06
669471,8,19,9699690,669471,201,1881,669478,4,7,7,7.216725482979353e-07
669778,8,19,9699690,669778,88,2188,669782,5,11,4,4.123843133131059e-07
669801,8,19,9699690,669801,111,2211,669789,6,13,12,1.2371529399393177e-06
669820,8,19,9699690,669820,130,2230,669789,6,13,31,3.1959784281765704e-06
670382,8,19,9699690,670382,62,482,670348,5,11,34,3.5052666631614e-06
670502,8,19,9699690,670502,182,602,670528,4,7,26,2.680498036535188e-06
670569,8,19,9699690,670569,39,669,670532,4,7,37,3.8145548981462296e-06
670791,8,19,9699690,670791,51,891,670772,5,11,19,1.958825488237253e-06
671290,8,19,9699690,671290,130,1390,671338,5,11,48,4.948611759757271e-06
671398,8,19,9699690,671398,28,1498,671372,4,7,26,2.680498036535188e-06
671691,8,19,9699690,671691,111,1791,671668,5,11,23,2.371209801550359e-06
671920,8,19,9699690,671920,130,2020,671998,4,7,78,8.041494109605565e-06
672021,8,19,9699690,672021,21,2121,672002,4,7,19,1.958825488237253e-06
672363,8,19,9699690,672363,153,153,672328,5,11,35,3.6083627414896764e-06
672382,8,19,9699690,672382,172,172,672418,4,7,36,3.711458819817953e-06
672572,8,19,9699690,672572,152,362,672538,8,19,34,3.5052666631614e-06
672928,8,19,9699690,672928,88,718,672988,5,11,60,6.185764699696588e-06
672939,8,19,9699690,672939,99,729,672988,5,11,49,5.051707838085547e-06
673232,8,19,9699690,673232,182,1022,673258,4,7,26,2.680498036535188e-06
673269,8,19,9699690,673269,9,1059,673262,4,7,7,7.216725482979353e-07
673461,8,19,9699690,673461,201,1251,673468,4,7,7,7.216725482979353e-07
673618,8,19,9699690,673618,148,1408,673648,5,11,30,3.092882349848294e-06
673629,8,19,9699690,673629,159,1419,673648,5,11,19,1.958825488237253e-06
673766,8,19,9699690,673766,86,1556,673742,5,11,24,2.4743058798786353e-06
673983,8,19,9699690,673983,93,1773,673978,5,11,5,5.154803916413823e-07
674151,8,19,9699690,674151,51,1941,674102,4,7,49,5.051707838085547e-06
674248,8,19,9699690,674248,148,2038,674308,4,7,60,6.185764699696588e-06
674824,8,19,9699690,674824,94,304,674812,6,13,12,1.2371529399393177e-06
675261,8,19,9699690,675261,111,741,675249,6,13,12,1.2371529399393177e-06
675574,8,19,9699690,675574,4,1054,675572,4,7,2,2.0619215665655295e-07
676318,8,19,9699690,676318,118,1798,676288,5,11,30,3.092882349848294e-06
676406,8,19,9699690,676406,206,1886,676408,4,7,2,2.0619215665655295e-07
676678,8,19,9699690,676678,58,2158,676689,7,17,11,1.1340568616110413e-06
676750,8,19,9699690,676750,130,2230,676712,5,11,38,3.917650976474506e-06
676862,8,19,9699690,676862,32,32,676832,4,7,30,3.092882349848294e-06
676941,8,19,9699690,676941,111,111,676948,5,11,7,7.216725482979353e-07
677084,8,19,9699690,677084,44,254,677042,4,7,42,4.3300352897876115e-06
677132,8,19,9699690,677132,92,302,677042,4,7,90,9.278647049544883e-06
677218,8,19,9699690,677218,178,388,677248,4,7,30,3.092882349848294e-06
677222,8,19,9699690,677222,182,392,677248,4,7,26,2.680498036535188e-06
677271,8,19,9699690,677271,21,441,677278,5,11,7,7.216725482979353e-07
677433,8,19,9699690,677433,183,603,677458,4,7,25,2.5774019582069117e-06
677456,8,19,9699690,677456,206,626,677458,4,7,2,2.0619215665655295e-07
677792,8,19,9699690,677792,122,962,677878,4,7,86,8.866262736231776e-06
678010,8,19,9699690,678010,130,1180,678032,5,11,22,2.2681137232220826e-06
678201,8,19,9699690,678201,111,1371,678268,5,11,67,6.907437247994524e-06
678285,8,19,9699690,678285,195,1455,678291,5,11,6,6.185764699696588e-07
678448,8,19,9699690,678448,148,1618,678508,4,7,60,6.185764699696588e-06
679100,8,19,9699690,679100,170,2270,679138,4,7,38,3.917650976474506e-06
679378,8,19,9699690,679378,28,238,679352,4,7,26,2.680498036535188e-06
679539,8,19,9699690,679539,189,399,679558,4,7,19,1.958825488237253e-06
679551,8,19,9699690,679551,201,411,679558,4,7,7,7.216725482979353e-07
680194,8,19,9699690,680194,4,1054,680192,4,7,2,2.0619215665655295e-07
680548,8,19,9699690,680548,148,1408,680578,5,11,30,3.092882349848294e-06
681099,8,19,9699690,681099,69,1959,681051,8,19,48,4.948611759757271e-06
681261,8,19,9699690,681261,21,2121,681242,4,7,19,1.958825488237253e-06
681542,8,19,9699690,681542,92,92,681561,6,13,19,1.958825488237253e-06
681664,8,19,9699690,681664,4,214,681662,4,7,2,2.0619215665655295e-07
681879,8,19,9699690,681879,9,429,681872,4,7,7,7.216725482979353e-07
682084,8,19,9699690,682084,4,634,682082,4,7,2,2.0619215665655295e-07
682232,8,19,9699690,682232,152,782,682228,5,11,4,4.123843133131059e-07
682528,8,19,9699690,682528,28,1078,682544,6,13,16,1.6495372532524236e-06
682599,8,19,9699690,682599,99,1149,682558,5,11,41,4.226939211459335e-06
683005,8,19,9699690,683005,85,1555,682982,5,11,23,2.371209801550359e-06
683289,8,19,9699690,683289,159,1839,683312,5,11,23,2.371209801550359e-06
683716,8,19,9699690,683716,166,2266,683758,4,7,42,4.3300352897876115e-06
683871,8,19,9699690,683871,111,111,683878,5,11,7,7.216725482979353e-07
684002,8,19,9699690,684002,32,242,683972,4,7,30,3.092882349848294e-06
684142,8,19,9699690,684142,172,382,684178,4,7,36,3.711458819817953e-06
684213,8,19,9699690,684213,33,453,684208,5,11,5,5.154803916413823e-07
684238,8,19,9699690,684238,58,478,684219,7,17,19,1.958825488237253e-06
684381,8,19,9699690,684381,201,621,684388,4,7,7,7.216725482979353e-07
684681,8,19,9699690,684681,81,921,684632,5,11,49,5.051707838085547e-06
685202,8,19,9699690,685202,182,1442,685198,5,11,4,4.123843133131059e-07
685341,8,19,9699690,685341,111,1581,685292,5,11,49,5.051707838085547e-06
685378,8,19,9699690,685378,148,1618,685438,4,7,60,6.185764699696588e-06
685479,8,19,9699690,685479,39,1719,685442,4,7,37,3.8145548981462296e-06
685486,8,19,9699690,685486,46,1726,685528,5,11,42,4.3300352897876115e-06
685588,8,19,9699690,685588,148,1828,685622,5,11,34,3.5052666631614e-06
685641,8,19,9699690,685641,201,1881,685648,4,7,7,7.216725482979353e-07
686044,8,19,9699690,686044,184,2284,686068,4,7,24,2.4743058798786353e-06
686366,8,19,9699690,686366,86,296,686379,7,17,13,1.340249018267594e-06
686548,8,19,9699690,686548,58,478,686541,7,17,7,7.216725482979353e-07
686704,8,19,9699690,686704,4,634,686702,4,7,2,2.0619215665655295e-07
687062,8,19,9699690,687062,152,992,687021,6,13,41,4.226939211459335e-06
687249,8,19,9699690,687249,129,1179,687272,5,11,23,2.371209801550359e-06
687370,8,19,9699690,687370,40,1300,687358,8,19,12,1.2371529399393177e-06
687861,8,19,9699690,687861,111,1791,687838,5,11,23,2.371209801550359e-06
688052,8,19,9699690,688052,92,1982,688071,7,17,19,1.958825488237253e-06
688509,8,19,9699690,688509,129,129,688498,5,11,11,1.1340568616110413e-06
688796,8,19,9699690,688796,206,416,688798,4,7,2,2.0619215665655295e-07
688809,8,19,9699690,688809,9,429,688802,4,7,7,7.216725482979353e-07
688952,8,19,9699690,688952,152,572,688922,5,11,30,3.092882349848294e-06
689308,8,19,9699690,689308,88,928,689252,5,11,56,5.773380386383483e-06
689361,8,19,9699690,689361,141,981,689428,4,7,67,6.907437247994524e-06
689882,8,19,9699690,689882,32,1502,689854,7,17,28,2.8866901931917413e-06
690111,8,19,9699690,690111,51,1731,690148,5,11,37,3.8145548981462296e-06
690178,8,19,9699690,690178,118,1798,690148,5,11,30,3.092882349848294e-06
690303,8,19,9699690,690303,33,1923,690272,4,7,31,3.1959784281765704e-06
690392,8,19,9699690,690392,122,2012,690478,4,7,86,8.866262736231776e-06
690400,8,19,9699690,690400,130,2020,690478,4,7,78,8.041494109605565e-06
690512,8,19,9699690,690512,32,2132,690482,4,7,30,3.092882349848294e-06
690831,8,19,9699690,690831,141,141,690849,7,17,18,1.8557294099089764e-06
690868,8,19,9699690,690868,178,178,690849,7,17,19,1.958825488237253e-06
691077,8,19,9699690,691077,177,387,691108,4,7,31,3.1959784281765704e-06
691165,8,19,9699690,691165,55,475,691138,5,11,27,2.783594114863465e-06
691526,8,19,9699690,691526,206,836,691528,4,7,2,2.0619215665655295e-07
692042,8,19,9699690,692042,92,1352,692128,5,11,86,8.866262736231776e-06
692341,8,19,9699690,692341,181,1651,692366,8,19,25,2.5774019582069117e-06
692499,8,19,9699690,692499,129,1809,692481,6,13,18,1.8557294099089764e-06
692612,8,19,9699690,692612,32,1922,692582,4,7,30,3.092882349848294e-06
692649,8,19,9699690,692649,69,1959,692582,4,7,67,6.907437247994524e-06
692781,8,19,9699690,692781,201,2091,692788,4,7,7,7.216725482979353e-07
692871,8,19,9699690,692871,81,2181,692882,5,11,11,1.1340568616110413e-06
693058,8,19,9699690,693058,58,58,693002,4,7,56,5.773380386383483e-06
693238,8,19,9699690,693238,28,238,693212,4,7,26,2.680498036535188e-06
693676,8,19,9699690,693676,46,676,693632,4,7,44,4.536227446444165e-06
693729,8,19,9699690,693729,99,729,693778,5,11,49,5.051707838085547e-06
693951,8,19,9699690,693951,111,951,693872,5,11,79,8.144590187933842e-06
693962,8,19,9699690,693962,122,962,694048,4,7,86,8.866262736231776e-06
694029,8,19,9699690,694029,189,1029,694048,4,7,19,1.958825488237253e-06
694161,8,19,9699690,694161,111,1161,694202,5,11,41,4.226939211459335e-06
694256,8,19,9699690,694256,206,1256,694258,4,7,2,2.0619215665655295e-07
694341,8,19,9699690,694341,81,1341,694359,6,13,18,1.8557294099089764e-06
695390,8,19,9699690,695390,80,80,695428,5,11,38,3.917650976474506e-06
695648,8,19,9699690,695648,128,338,695728,4,7,80,8.247686266262118e-06
695847,8,19,9699690,695847,117,537,695852,5,11,5,5.154803916413823e-07
695894,8,19,9699690,695894,164,584,695852,5,11,42,4.3300352897876115e-06
696051,8,19,9699690,696051,111,741,696088,5,11,37,3.8145548981462296e-06
696356,8,19,9699690,696356,206,1046,696358,4,7,2,2.0619215665655295e-07
696375,8,19,9699690,696375,15,1065,696362,4,7,13,1.340249018267594e-06
696478,8,19,9699690,696478,118,1168,696512,5,11,34,3.5052666631614e-06
696602,8,19,9699690,696602,32,1292,696572,4,7,30,3.092882349848294e-06
696752,8,19,9699690,696752,182,1442,696748,5,11,4,4.123843133131059e-07
696789,8,19,9699690,696789,9,1479,696782,4,7,7,7.216725482979353e-07
696819,8,19,9699690,696819,39,1509,696842,5,11,23,2.371209801550359e-06
697022,8,19,9699690,697022,32,1712,696992,4,7,30,3.092882349848294e-06
697264,8,19,9699690,697264,64,1954,697202,4,7,62,6.391956856353141e-06
697581,8,19,9699690,697581,171,2271,697618,4,7,37,3.8145548981462296e-06
697881,8,19,9699690,697881,51,261,697832,4,7,49,5.051707838085547e-06
697922,8,19,9699690,697922,92,302,697941,6,13,19,1.958825488237253e-06
698188,8,19,9699690,698188,148,568,698162,5,11,26,2.680498036535188e-06
698222,8,19,9699690,698222,182,602,698248,4,7,26,2.680498036535188e-06
698361,8,19,9699690,698361,111,741,698349,8,19,12,1.2371529399393177e-06
698721,8,19,9699690,698721,51,1101,698728,5,11,7,7.216725482979353e-07
699049,8,19,9699690,699049,169,1429,699058,5,11,9,9.278647049544882e-07
699062,8,19,9699690,699062,182,1442,699058,5,11,4,4.123843133131059e-07
699548,8,19,9699690,699548,38,1928,699572,7,17,24,2.4743058798786353e-06
699838,8,19,9699690,699838,118,2218,699819,6,13,19,1.958825488237253e-06
699921,8,19,9699690,699921,201,2301,699928,4,7,7,7.216725482979353e-07
700047,8,19,9699690,700047,117,117,700048,5,11,1,1.0309607832827648e-07
700100,8,19,9699690,700100,170,170,700138,4,7,38,3.917650976474506e-06
700401,8,19,9699690,700401,51,471,700378,5,11,23,2.371209801550359e-06
700539,8,19,9699690,700539,189,609,700558,4,7,19,1.958825488237253e-06
700918,8,19,9699690,700918,148,988,700978,4,7,60,6.185764699696588e-06
701042,8,19,9699690,701042,62,1112,701038,5,11,4,4.123843133131059e-07
701162,8,19,9699690,701162,182,1232,701188,4,7,26,2.680498036535188e-06
701199,8,19,9699690,701199,9,1269,701192,4,7,7,7.216725482979353e-07
701289,8,19,9699690,701289,99,1359,701368,5,11,79,8.144590187933842e-06
701606,8,19,9699690,701606,206,1676,701608,4,7,2,2.0619215665655295e-07
701642,8,19,9699690,701642,32,1712,701612,4,7,30,3.092882349848294e-06
701841,8,19,9699690,701841,21,1911,701822,4,7,19,1.958825488237253e-06
701908,8,19,9699690,701908,88,1978,701822,4,7,86,8.866262736231776e-06
702141,8,19,9699690,702141,111,2211,702122,5,11,19,1.958825488237253e-06
702302,8,19,9699690,702302,62,62,702280,7,17,22,2.2681137232220826e-06
703124,8,19,9699690,703124,44,884,703112,5,11,12,1.2371529399393177e-06
703318,8,19,9699690,703318,28,1078,703336,7,17,18,1.8557294099089764e-06
703881,8,19,9699690,703881,171,1641,703918,4,7,37,3.8145548981462296e-06
703911,8,19,9699690,703911,201,1671,703918,4,7,7,7.216725482979353e-07
704518,8,19,9699690,704518,178,2278,704548,4,7,30,3.092882349848294e-06
704546,8,19,9699690,704546,206,2306,704548,4,7,2,2.0619215665655295e-07
705142,8,19,9699690,705142,172,592,705178,4,7,36,3.711458819817953e-06
705184,8,19,9699690,705184,4,634,705182,4,7,2,2.0619215665655295e-07
705692,8,19,9699690,705692,92,1142,705722,8,19,30,3.092882349848294e-06
706024,8,19,9699690,706024,4,1474,706022,4,7,2,2.0619215665655295e-07
706389,8,19,9699690,706389,159,1839,706412,5,11,23,2.371209801550359e-06
706449,8,19,9699690,706449,9,1899,706442,4,7,7,7.216725482979353e-07
706780,8,19,9699690,706780,130,2230,706742,5,11,38,3.917650976474506e-06
706892,8,19,9699690,706892,32,32,706862,4,7,30,3.092882349848294e-06
707061,8,19,9699690,707061,201,201,707068,4,7,7,7.216725482979353e-07
707128,8,19,9699690,707128,58,268,707072,4,7,56,5.773380386383483e-06
708039,8,19,9699690,708039,129,1179,708062,5,11,23,2.371209801550359e-06
708441,8,19,9699690,708441,111,1581,708392,5,11,49,5.051707838085547e-06
708452,8,19,9699690,708452,122,1592,708392,5,11,60,6.185764699696588e-06
708808,8,19,9699690,708808,58,1948,708861,6,13,53,5.464092151398653e-06
709048,8,19,9699690,709048,88,2188,709052,5,11,4,4.123843133131059e-07
709076,8,19,9699690,709076,116,2216,709052,5,11,24,2.4743058798786353e-06
709298,8,19,9699690,709298,128,128,709288,5,11,10,1.0309607832827647e-06
709551,8,19,9699690,709551,171,381,709588,4,7,37,3.8145548981462296e-06
709645,8,19,9699690,709645,55,475,709641,6,13,4,4.123843133131059e-07
709839,8,19,9699690,709839,39,669,709802,4,7,37,3.8145548981462296e-06
709971,8,19,9699690,709971,171,801,709948,5,11,23,2.371209801550359e-06
710031,8,19,9699690,710031,21,861,710042,5,11,11,1.1340568616110413e-06
710319,8,19,9699690,710319,99,1149,710349,6,13,30,3.092882349848294e-06
710384,8,19,9699690,710384,164,1214,710372,5,11,12,1.2371529399393177e-06
710602,8,19,9699690,710602,172,1432,710608,5,11,6,6.185764699696588e-07
710728,8,19,9699690,710728,88,1558,710739,6,13,11,1.1340568616110413e-06
710811,8,19,9699690,710811,171,1641,710848,4,7,37,3.8145548981462296e-06
711088,8,19,9699690,711088,28,1918,711062,4,7,26,2.680498036535188e-06
711274,8,19,9699690,711274,4,2104,711272,4,7,2,2.0619215665655295e-07
711381,8,19,9699690,711381,111,2211,711369,7,17,12,1.2371529399393177e-06
711579,8,19,9699690,711579,99,99,711591,6,13,12,1.2371529399393177e-06
711812,8,19,9699690,711812,122,332,711898,4,7,86,8.866262736231776e-06
711962,8,19,9699690,711962,62,482,711928,5,11,34,3.5052666631614e-06
712592,8,19,9699690,712592,62,1112,712588,5,11,4,4.123843133131059e-07
712611,8,19,9699690,712611,81,1131,712618,7,17,7,7.216725482979353e-07
713128,8,19,9699690,713128,178,1648,713132,8,19,4,4.123843133131059e-07
713488,8,19,9699690,713488,118,2008,713469,6,13,19,1.958825488237253e-06
713638,8,19,9699690,713638,58,2158,713672,5,11,34,3.5052666631614e-06
713799,8,19,9699690,713799,9,9,713792,4,7,7,7.216725482979353e-07
714272,8,19,9699690,714272,62,482,714238,5,11,34,3.5052666631614e-06
714718,8,19,9699690,714718,88,928,714711,7,17,7,7.216725482979353e-07
714958,8,19,9699690,714958,118,1168,714939,7,17,19,1.958825488237253e-06
715029,8,19,9699690,715029,189,1239,715048,4,7,19,1.958825488237253e-06
715419,8,19,9699690,715419,159,1629,715468,4,7,49,5.051707838085547e-06
715676,8,19,9699690,715676,206,1886,715678,4,7,2,2.0619215665655295e-07
715809,8,19,9699690,715809,129,2019,715888,4,7,79,8.144590187933842e-06
716902,8,19,9699690,716902,172,802,716878,5,11,24,2.4743058798786353e-06
717422,8,19,9699690,717422,62,1322,717369,7,17,53,5.464092151398653e-06
717681,8,19,9699690,717681,111,1581,717632,5,11,49,5.051707838085547e-06
