seed_n,control_role,complete_n,control_n,metric,complete_value,control_value,delta_complete_minus_control
507261,local_mod210_control,507261,507051,normalized_residue_distance,4.226939211459335e-06,3.092882349848294e-06,1.134056861611041e-06
507524,local_any_control,507524,507523,circular_residue_distance,44.0,45.0,-1.0
507524,local_any_control,507524,507523,normalized_residue_distance,4.536227446444165e-06,4.6393235247724415e-06,-1.0309607832827638e-07
507524,local_mod210_control,507524,507314,circular_residue_distance,44.0,12.0,32.0
507524,local_mod210_control,507524,507314,normalized_residue_distance,4.536227446444165e-06,1.2371529399393177e-06,3.2990745065048477e-06
507531,local_any_control,507531,507530,circular_residue_distance,37.0,38.0,-1.0
507531,local_any_control,507531,507530,normalized_residue_distance,3.8145548981462296e-06,3.917650976474506e-06,-1.0309607832827638e-07
507531,local_mod210_control,507531,507321,circular_residue_distance,37.0,7.0,30.0
507531,local_mod210_control,507531,507321,normalized_residue_distance,3.8145548981462296e-06,7.216725482979353e-07,3.092882349848294e-06
507602,local_any_control,507602,507601,circular_residue_distance,30.0,29.0,1.0
507602,local_any_control,507602,507601,normalized_residue_distance,3.092882349848294e-06,2.9897862715200177e-06,1.0309607832827638e-07
507602,local_mod210_control,507602,507392,circular_residue_distance,30.0,30.0,0.0
507602,local_mod210_control,507602,507392,normalized_residue_distance,3.092882349848294e-06,3.092882349848294e-06,0.0
507958,local_any_control,507958,507957,circular_residue_distance,30.0,31.0,-1.0
507958,local_any_control,507958,507957,normalized_residue_distance,3.092882349848294e-06,3.1959784281765704e-06,-1.0309607832827638e-07
507958,local_mod210_control,507958,507748,circular_residue_distance,30.0,4.0,26.0
507958,local_mod210_control,507958,507748,normalized_residue_distance,3.092882349848294e-06,4.123843133131059e-07,2.680498036535188e-06
508029,local_any_control,508029,508028,circular_residue_distance,18.0,17.0,1.0
508029,local_any_control,508029,508028,normalized_residue_distance,1.8557294099089764e-06,1.7526333315807e-06,1.0309607832827638e-07
508029,local_mod210_control,508029,507819,circular_residue_distance,18.0,37.0,-19.0
508029,local_mod210_control,508029,507819,normalized_residue_distance,1.8557294099089764e-06,3.8145548981462296e-06,-1.958825488237253e-06
508502,local_any_control,508502,508501,circular_residue_distance,90.0,89.0,1.0
508502,local_any_control,508502,508501,normalized_residue_distance,9.278647049544883e-06,9.175550971216606e-06,1.0309607832827723e-07
508502,local_mod210_control,508502,508292,circular_residue_distance,90.0,26.0,64.0
508502,local_mod210_control,508502,508292,normalized_residue_distance,9.278647049544883e-06,2.680498036535188e-06,6.598149013009695e-06
509001,local_any_control,509001,509000,circular_residue_distance,23.0,22.0,1.0
509001,local_any_control,509001,509000,normalized_residue_distance,2.371209801550359e-06,2.2681137232220826e-06,1.0309607832827638e-07
509001,local_mod210_control,509001,508791,circular_residue_distance,23.0,37.0,-14.0
509001,local_mod210_control,509001,508791,normalized_residue_distance,2.371209801550359e-06,3.8145548981462296e-06,-1.4433450965958706e-06
509109,local_any_control,509109,509108,circular_residue_distance,37.0,36.0,1.0
509109,local_any_control,509109,509108,normalized_residue_distance,3.8145548981462296e-06,3.711458819817953e-06,1.0309607832827681e-07
509109,local_mod210_control,509109,508899,circular_residue_distance,37.0,67.0,-30.0
509109,local_mod210_control,509109,508899,normalized_residue_distance,3.8145548981462296e-06,6.907437247994524e-06,-3.092882349848294e-06
509481,local_any_control,509481,509480,circular_residue_distance,19.0,18.0,1.0
509481,local_any_control,509481,509480,normalized_residue_distance,1.958825488237253e-06,1.8557294099089764e-06,1.030960783282766e-07
509481,local_mod210_control,509481,509271,circular_residue_distance,19.0,6.0,13.0
509481,local_mod210_control,509481,509271,normalized_residue_distance,1.958825488237253e-06,6.185764699696588e-07,1.3402490182675943e-06
509642,local_any_control,509642,509641,circular_residue_distance,4.0,3.0,1.0
509642,local_any_control,509642,509641,normalized_residue_distance,4.123843133131059e-07,3.092882349848294e-07,1.0309607832827649e-07
509642,local_mod210_control,509642,509432,circular_residue_distance,4.0,26.0,-22.0
509642,local_mod210_control,509642,509432,normalized_residue_distance,4.123843133131059e-07,2.680498036535188e-06,-2.268113723222082e-06
509674,local_any_control,509674,509673,circular_residue_distance,2.0,1.0,1.0
509674,local_any_control,509674,509673,normalized_residue_distance,2.0619215665655295e-07,1.0309607832827648e-07,1.0309607832827648e-07
509674,local_mod210_control,509674,509464,circular_residue_distance,2.0,2.0,0.0
509674,local_mod210_control,509674,509464,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
509709,local_any_control,509709,509708,circular_residue_distance,23.0,24.0,-1.0
509709,local_any_control,509709,509708,normalized_residue_distance,2.371209801550359e-06,2.4743058798786353e-06,-1.0309607832827638e-07
509709,local_mod210_control,509709,509499,circular_residue_distance,23.0,19.0,4.0
509709,local_mod210_control,509709,509499,normalized_residue_distance,2.371209801550359e-06,1.958825488237253e-06,4.1238431331310596e-07
509769,local_any_control,509769,509768,circular_residue_distance,37.0,36.0,1.0
509769,local_any_control,509769,509768,normalized_residue_distance,3.8145548981462296e-06,3.711458819817953e-06,1.0309607832827681e-07
509769,local_mod210_control,509769,509559,circular_residue_distance,37.0,12.0,25.0
509769,local_mod210_control,509769,509559,normalized_residue_distance,3.8145548981462296e-06,1.2371529399393177e-06,2.577401958206912e-06
510220,local_any_control,510220,510219,circular_residue_distance,78.0,79.0,-1.0
510220,local_any_control,510220,510219,normalized_residue_distance,8.041494109605565e-06,8.144590187933842e-06,-1.0309607832827723e-07
510220,local_mod210_control,510220,510010,circular_residue_distance,78.0,42.0,36.0
510220,local_mod210_control,510220,510010,normalized_residue_distance,8.041494109605565e-06,4.3300352897876115e-06,3.7114588198179532e-06
510411,local_any_control,510411,510410,circular_residue_distance,19.0,18.0,1.0
510411,local_any_control,510411,510410,normalized_residue_distance,1.958825488237253e-06,1.8557294099089764e-06,1.030960783282766e-07
510411,local_mod210_control,510411,510201,circular_residue_distance,19.0,97.0,-78.0
510411,local_mod210_control,510411,510201,normalized_residue_distance,1.958825488237253e-06,1.0000319597842817e-05,-8.041494109605563e-06
510422,local_any_control,510422,510421,circular_residue_distance,30.0,29.0,1.0
510422,local_any_control,510422,510421,normalized_residue_distance,3.092882349848294e-06,2.9897862715200177e-06,1.0309607832827638e-07
510422,local_mod210_control,510422,510212,circular_residue_distance,30.0,86.0,-56.0
510422,local_mod210_control,510422,510212,normalized_residue_distance,3.092882349848294e-06,8.866262736231776e-06,-5.773380386383482e-06
510741,local_any_control,510741,510740,circular_residue_distance,19.0,18.0,1.0
510741,local_any_control,510741,510740,normalized_residue_distance,1.958825488237253e-06,1.8557294099089764e-06,1.030960783282766e-07
510741,local_mod210_control,510741,510531,circular_residue_distance,19.0,19.0,0.0
510741,local_mod210_control,510741,510531,normalized_residue_distance,1.958825488237253e-06,1.958825488237253e-06,0.0
510778,local_any_control,510778,510777,circular_residue_distance,56.0,55.0,1.0
510778,local_any_control,510778,510777,normalized_residue_distance,5.773380386383483e-06,5.670284308055206e-06,1.0309607832827638e-07
510778,local_mod210_control,510778,510568,circular_residue_distance,56.0,56.0,0.0
510778,local_mod210_control,510778,510568,normalized_residue_distance,5.773380386383483e-06,5.773380386383483e-06,0.0
510872,local_any_control,510872,510871,circular_residue_distance,56.0,57.0,-1.0
510872,local_any_control,510872,510871,normalized_residue_distance,5.773380386383483e-06,5.876476464711759e-06,-1.0309607832827638e-07
510872,local_mod210_control,510872,510662,circular_residue_distance,56.0,4.0,52.0
510872,local_mod210_control,510872,510662,normalized_residue_distance,5.773380386383483e-06,4.123843133131059e-07,5.360996073070377e-06
511112,local_any_control,511112,511111,circular_residue_distance,26.0,27.0,-1.0
511112,local_any_control,511112,511111,normalized_residue_distance,2.680498036535188e-06,2.783594114863465e-06,-1.0309607832827681e-07
511112,local_mod210_control,511112,510902,circular_residue_distance,26.0,26.0,0.0
511112,local_mod210_control,511112,510902,normalized_residue_distance,2.680498036535188e-06,2.680498036535188e-06,0.0
511305,local_any_control,511305,511304,circular_residue_distance,17.0,16.0,1.0
511305,local_any_control,511305,511304,normalized_residue_distance,1.7526333315807e-06,1.6495372532524236e-06,1.0309607832827638e-07
511305,local_mod210_control,511305,511095,circular_residue_distance,17.0,43.0,-26.0
511305,local_mod210_control,511305,511095,normalized_residue_distance,1.7526333315807e-06,4.433131368115888e-06,-2.6804980365351877e-06
511468,local_any_control,511468,511467,circular_residue_distance,19.0,18.0,1.0
511468,local_any_control,511468,511467,normalized_residue_distance,1.958825488237253e-06,1.8557294099089764e-06,1.030960783282766e-07
511468,local_mod210_control,511468,511258,circular_residue_distance,19.0,30.0,-11.0
511468,local_mod210_control,511468,511258,normalized_residue_distance,1.958825488237253e-06,3.092882349848294e-06,-1.134056861611041e-06
511678,local_any_control,511678,511677,circular_residue_distance,34.0,35.0,-1.0
511678,local_any_control,511678,511677,normalized_residue_distance,3.5052666631614e-06,3.6083627414896764e-06,-1.0309607832827638e-07
511678,local_mod210_control,511678,511888,circular_residue_distance,34.0,49.0,-15.0
511678,local_mod210_control,511678,511888,normalized_residue_distance,3.5052666631614e-06,5.051707838085547e-06,-1.546441174924147e-06
512029,local_any_control,512029,512028,circular_residue_distance,13.0,14.0,-1.0
512029,local_any_control,512029,512028,normalized_residue_distance,1.340249018267594e-06,1.4433450965958706e-06,-1.030960783282766e-07
512029,local_mod210_control,512029,511819,circular_residue_distance,13.0,20.0,-7.0
512029,local_mod210_control,512029,511819,normalized_residue_distance,1.340249018267594e-06,2.0619215665655294e-06,-7.216725482979353e-07
512248,local_any_control,512248,512247,circular_residue_distance,30.0,31.0,-1.0
512248,local_any_control,512248,512247,normalized_residue_distance,3.092882349848294e-06,3.1959784281765704e-06,-1.0309607832827638e-07
512248,local_mod210_control,512248,512038,circular_residue_distance,30.0,4.0,26.0
512248,local_mod210_control,512248,512038,normalized_residue_distance,3.092882349848294e-06,4.123843133131059e-07,2.680498036535188e-06
512499,local_any_control,512499,512498,circular_residue_distance,95.0,94.0,1.0
512499,local_any_control,512499,512498,normalized_residue_distance,9.794127441186264e-06,9.691031362857989e-06,1.0309607832827554e-07
512499,local_mod210_control,512499,512289,circular_residue_distance,95.0,11.0,84.0
512499,local_mod210_control,512499,512289,normalized_residue_distance,9.794127441186264e-06,1.1340568616110413e-06,8.660070579575223e-06
512548,local_any_control,512548,512547,circular_residue_distance,60.0,61.0,-1.0
512548,local_any_control,512548,512547,normalized_residue_distance,6.185764699696588e-06,6.2888607780248645e-06,-1.0309607832827638e-07
512548,local_mod210_control,512548,512338,circular_residue_distance,60.0,34.0,26.0
512548,local_mod210_control,512548,512338,normalized_residue_distance,6.185764699696588e-06,3.5052666631614e-06,2.680498036535188e-06
512816,local_any_control,512816,512815,circular_residue_distance,2.0,3.0,-1.0
512816,local_any_control,512816,512815,normalized_residue_distance,2.0619215665655295e-07,3.092882349848294e-07,-1.0309607832827646e-07
512816,local_mod210_control,512816,512606,circular_residue_distance,2.0,2.0,0.0
512816,local_mod210_control,512816,512606,normalized_residue_distance,2.0619215665655295e-07,2.0619215665655295e-07,0.0
513423,local_any_control,513423,513422,circular_residue_distance,25.0,26.0,-1.0
513423,local_any_control,513423,513422,normalized_residue_distance,2.5774019582069117e-06,2.680498036535188e-06,-1.0309607832827638e-07
513423,local_mod210_control,513423,513213,circular_residue_distance,25.0,25.0,0.0
513423,local_mod210_control,513423,513213,normalized_residue_distance,2.5774019582069117e-06,2.5774019582069117e-06,0.0
513471,local_any_control,513471,513470,circular_residue_distance,19.0,18.0,1.0
513471,local_any_control,513471,513470,normalized_residue_distance,1.958825488237253e-06,1.8557294099089764e-06,1.030960783282766e-07
513471,local_mod210_control,513471,513261,circular_residue_distance,19.0,7.0,12.0
513471,local_mod210_control,513471,513261,normalized_residue_distance,1.958825488237253e-06,7.216725482979353e-07,1.2371529399393177e-06
513508,local_any_control,513508,513507,circular_residue_distance,56.0,55.0,1.0
513508,local_any_control,513508,513507,normalized_residue_distance,5.773380386383483e-06,5.670284308055206e-06,1.0309607832827638e-07
513508,local_mod210_control,513508,513298,circular_residue_distance,56.0,30.0,26.0
513508,local_mod210_control,513508,513298,normalized_residue_distance,5.773380386383483e-06,3.092882349848294e-06,2.6804980365351885e-06
513549,local_any_control,513549,513548,circular_residue_distance,49.0,50.0,-1.0
513549,local_any_control,513549,513548,normalized_residue_distance,5.051707838085547e-06,5.1548039164138234e-06,-1.0309607832827638e-07
513549,local_mod210_control,513549,513339,circular_residue_distance,49.0,23.0,26.0
513549,local_mod210_control,513549,513339,normalized_residue_distance,5.051707838085547e-06,2.371209801550359e-06,2.680498036535188e-06
514202,local_any_control,514202,514201,circular_residue_distance,23.0,22.0,1.0
514202,local_any_control,514202,514201,normalized_residue_distance,2.371209801550359e-06,2.2681137232220826e-06,1.0309607832827638e-07
514202,local_mod210_control,514202,513992,circular_residue_distance,23.0,7.0,16.0
514202,local_mod210_control,514202,513992,normalized_residue_distance,2.371209801550359e-06,7.216725482979353e-07,1.6495372532524236e-06
